EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"12,800",Yes,fixed,,Nil,Nil,"SE, Minor Irrigation Division, Boudh","Superintending Engineer, Minor Irrigation Division, Boudh, At/Po-Malisahi, District-Boudh, PIN-762014","CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",09/BMID/2025-2026,2025_CEMIB_120528_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,01-Nov-2025 10:00 AM,15-Nov-2025 11:00 AM,01-Nov-2025 10:00 AM,14-Nov-2025 05:30 PM,NA ,NA ,01-Nov-2025 10:00 AM,14-Nov-2025 05:30 PM,"6,000",0.0,Nil,Nil,No,Improvement to Sagadia MIP (D/W) in Harabhanga Block of Boudh District under MIP-SP Scheme for 2025-26,Improvement to Sagadia MIP (D/W) in Harabhanga Block of Boudh District under MIP-SP Scheme for 2025-26,Please refer Tender documents. ,NA ,"12,70,872",Civil Works - Others,NA ,Tender,90.0,90.0,Harabhanga,762020.0,NA ,NA ,NA ,"SE, Minor Irrigation Division, Boudh",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Registration Certificate, PAN, GST, No Relation Certificate and Affidavit",AOC,1,3222534,ASHOK KUMAR MAHAKUD,13-Nov-2025 07:37 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:48 PM,21-Dec-2025,"INR 1,080,369",90.0,SURJYA NARAYANA PANIGRAHI,21-Dec-2025 12:48 PM,saga.pdf (279.00 KB),SE MI DIVISION BOUDH,Internal,,SURJYA NARAYANA PANIGRAHI,27-Nov-2025 12:02 PM,techsummary_560746.pdf (43.48 KB),SE MI DIVISION BOUDH,Internal,,SURJYA NARAYANA PANIGRAHI,27-Nov-2025 12:07 PM,finsummary_560746.pdf (43.48 KB),"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_120528_3,09/BMID/2025-2026,Improvement to Sagadia MIP (D/W) in Harabhanga Block of Boudh District under MIP-SP Scheme for 2025-26,1.0,3220195.0,Naresh Chandra Luha,INR,"1,080,369",Finance,All Bidders are responsible,SURJYA NARAYANA PANIGRAHI,27-Nov-2025 11:59 AM,finance_560746.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,AOC,2,3223427,BAPUJI KUMAR SAHOO,14-Nov-2025 08:29 AM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,AOC,3,3195183,MISIRA KUMAR DHAR,07-Nov-2025 07:38 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3220195,Naresh Chandra Luha,13-Nov-2025 12:11 PM,Accepted-AOC,Qualified in Lottery,21-Dec-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3224320,SAHADEV DEHURI,14-Nov-2025 01:12 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3223556,Saroj Pradhan,14-Nov-2025 10:30 AM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3224173,Shimanchal Pradhan,14-Nov-2025 12:43 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3223583,SUBODH KUMAR MAHAKUD,14-Nov-2025 10:43 AM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3211270,SUPARNES PUROHIT,13-Nov-2025 03:32 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3216429,TRIBIKRAM MAHAKUD,12-Nov-2025 11:58 AM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
