Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P Cost, EMD Online, RC, PAN, GSTIN, Affidavit, NRC, Bid Declaration and Other doc. as per DTCN",19-Sep-2025 05:00 PM,06-Oct-2025 11:00 AM,19-Sep-2025 05:00 PM,04-Oct-2025 05:00 PM,19-Sep-2025 05:00 PM ,04-Oct-2025 03:00 PM ,19-Sep-2025 05:00 PM,04-Oct-2025 05:00 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,ETCN5-15,2025_CERWI_118231_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"6,724",Yes,percentage,1.0%,Nil,Nil,Divisional Officer,"RURAL WORKS DIVISION NO.II, BALASORE",42/6353-S/R to Rural Works Sub-Division Office Building (Double) Stored at Markona for 2025-26,42/6353-S/R to Rural Works Sub-Division Office Building (Double) Stored at Markona for 2025-26,NA ,NA ,"6,72,446",Civil Works - Buildings,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, BALASORE",No ,No,AOC,"superintending Engineer,R.W.Division-II,Balasore",Internal,,Sujata Behera,19-Dec-2025 10:50 AM,finsummary_553044.pdf (198.74 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,2025_CERWI_118231_1,ETCN5-15,42/6353-S/R to Rural Works Sub-Division Office Building (Double) Stored at Markona for 2025-26,1.0,3108078.0,JAYANTA KUMAR DASH,INR,"571,647",Finance,all documents download,Sujata Behera,07-Dec-2025 01:07 PM,finance_553044.pdf,BOQ Comparative Chart,1,3098247,BHARATENDU BHOI,03-Oct-2025 02:57 PM,Rejected-AOC,Rejected,19-Dec-2025 10:58 AM,19-Dec-2025,"INR 571,647",30.0,Sujata Behera,19-Dec-2025 10:58 AM,118231AOC.pdf (410.00 KB),"superintending Engineer,R.W.Division-II,Balasore",Internal,,Sujata Behera,19-Dec-2025 10:41 AM,techsummary_553044.pdf (198.74 KB),AOC
,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3109382,GITA RANI SAHOO,04-Oct-2025 04:01 PM,Rejected-AOC,Rejected,19-Dec-2025 10:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3105525,JAYADRATH SHIAL (SC),03-Oct-2025 06:05 PM,Rejected-AOC,Rejected,19-Dec-2025 10:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3108078,JAYANTA KUMAR DASH,03-Oct-2025 07:41 PM,Accepted-AOC,Awarded through lottery winner,19-Dec-2025 10:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3099045,JYOTSNARANI KANUNGO,25-Sep-2025 11:56 AM,Rejected-AOC,Rejected,19-Dec-2025 10:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3109419,LELIN MOHANTY,04-Oct-2025 03:37 PM,Rejected-AOC,Rejected,19-Dec-2025 10:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3106580,MAA TARINI FABRICATION,04-Oct-2025 01:12 PM,Rejected-AOC,Rejected,19-Dec-2025 10:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3105096,NILAMADHABA BEHERA,01-Oct-2025 09:54 PM,Rejected-AOC,Rejected,19-Dec-2025 10:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3098215,PRAKASH PANIGRAHI,03-Oct-2025 02:39 PM,Rejected-AOC,Rejected,19-Dec-2025 10:58 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3108279,PRASANTA KUMAR SAHU,03-Oct-2025 09:33 PM,Rejected-AOC,Rejected,19-Dec-2025 10:58 AM,,,,,,,,,,,,,AOC
