Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
30-Dec-2025,"INR 678,261",30.0,Gobinda Chandra Tudu,30-Dec-2025 05:04 PM,Agmt62.pdf (720.00 KB),Agmt value,1,3152029,ANJALI BISWAS,27-Oct-2025 12:21 PM,Rejected-AOC,Disqualified in transparent lottery,30-Dec-2025 05:04 PM,1.0,3161876.0,JITENDRA KUMAR JENA,INR,"678,261",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_119501_20,Online Tender/09/ RWD-UKT /2025-26,S/R of bridge on Pakhnaguda Jn. to Tumunda from at 1/140 Km. under Raighar Block for the year 2025-26,Finance,All bidders are admitted for Technical Evaluation.,Rupabanya Naik,10-Nov-2025 07:21 PM,finance_557312.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,30-Dec-2025 04:56 PM,finsummary_557312.pdf (146.29 KB),"EE RWD-II, Nabarangpur, Umerkote",Internal,"Estimator, DAO-I, Executive Engineer",Rupabanya Naik,23-Nov-2025 12:56 PM,techsummary_557312.pdf (85.46 KB),AOC,"4,000",0.0,Nil,Nil,No,"7,979",Yes,percentage,1.0%,Nil,Nil,22-Oct-2025 01:00 PM,29-Oct-2025 11:00 AM,22-Oct-2025 01:00 PM,28-Oct-2025 05:00 PM,22-Oct-2025 01:00 PM ,27-Oct-2025 01:00 PM ,22-Oct-2025 01:00 PM,28-Oct-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid RC, PAN, GST, Caste, Affidavits and Other Documents as per DTCN",1.0,ICICI BANK,S/R of bridge on Pakhnaguda Jn. to Tumunda from at 1/140 Km. under Raighar Block for the year 2025-26,S/R of bridge on Pakhnaguda Jn. to Tumunda from at 1/140 Km. under Raighar Block for the year 2025-26,Please refer Tender documents. ,NA ,"7,97,860",Civil Works - Roads,NA ,Tender,90.0,30.0,Umerkote,764073.0,NA ,NA ,NA ,"EE, RW Division-II, Nabarangpur, Umerkote",No ,No,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender/09/ RWD-UKT /2025-26,2025_CERWI_119501_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, RW Division-II, Umerkote","O/o THE EXECUTIVE ENGINEER, RURAL WORKS DIVISION-II, NABARANGPUR, UMERKOTE",AOC
,,,,,,,2,3158239,CHINMAYA RANJAN SAHU,27-Oct-2025 07:55 PM,Rejected-AOC,Disqualified in transparent lottery,30-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3154366,DIGAMBAR MOHANTY,26-Oct-2025 08:01 PM,Rejected-AOC,Disqualified in transparent lottery,30-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3149906,DIPAK HALDAR,24-Oct-2025 11:13 PM,Rejected-AOC,Disqualified in transparent lottery,30-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3160864,GOURI PRASAD PATRO,27-Oct-2025 08:53 PM,Rejected-AOC,Disqualified in transparent lottery,30-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3152999,JAGANNATH DHALI,26-Oct-2025 07:56 AM,Rejected-AOC,Disqualified in transparent lottery,30-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3161876,JITENDRA KUMAR JENA,28-Oct-2025 06:49 AM,Accepted-AOC,Qualified in transparent lottery,30-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3154282,KUSHA SAHU,26-Oct-2025 03:45 PM,Rejected-AOC,Disqualified in transparent lottery,30-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3148905,LIPA BISWAL,24-Oct-2025 09:34 PM,Rejected-AOC,Disqualified in transparent lottery,30-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3160974,MAHAMMAD SARUK,27-Oct-2025 09:16 PM,Rejected-AOC,Disqualified in transparent lottery,30-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
