S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage
1.0,3043604.0,AN CONSTRUCTIONS,INR,"4,231,431",Finance,3 bids opened successfully,Lipsa Parida,21-Aug-2025 04:58 PM,finance_548787.pdf,BOQ Comparative Chart,City engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,12-Dec-2025 04:58 PM,finsummary_548787.pdf (997.08 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_116632_3,BMC-EE-Tender Cell-35/2025-26 Dt. 07.08.2025,"Supply and fixing of Roofing (Half Circle) inside road, covering of generator room and fixing of grills at BMC Bhawani Mall Saheed Nagar Hata",City engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,12-Dec-2025 04:54 PM,techsummary_548787.pdf (1255.37 KB),1,3043604,AN CONSTRUCTIONS,21-Aug-2025 03:16 PM,Accepted-AOC,L1 bidder,12-Dec-2025 05:03 PM,12-Dec-2025,"INR 4,231,431",90.0,Lipsa Parida,12-Dec-2025 05:03 PM,Workorder_35.pdf (722.00 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-35/2025-26 Dt. 07.08.2025,2025_ORULB_116632_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"42,200",Yes,fixed,,Nil,Nil,11-Aug-2025 11:30 AM,21-Aug-2025 04:30 PM,11-Aug-2025 11:30 AM,21-Aug-2025 04:00 PM,11-Aug-2025 11:30 AM ,16-Aug-2025 04:00 PM ,11-Aug-2025 11:30 AM,21-Aug-2025 04:00 PM,"Supply and fixing of Roofing (Half Circle) inside road, covering of generator room and fixing of grills at BMC Bhawani Mall Saheed Nagar Hata","Supply and fixing of Roofing (Half Circle) inside road, covering of generator room and fixing of grills at BMC Bhawani Mall Saheed Nagar Hata",Please refer Tender documents. ,NA ,"42,18,278",Civil Works - Others,NA ,Tender,120.0,90.0,BMC AREA,751022.0,Office chamber of EE (Central Tender Cell) ,"UG Floor, ICOMC Tower, Satya Nagar ",16-Aug-2025 04:30 PM ,"Central Tender Cell, BMC",No ,No,"6,000",0.0,Nil,Nil,No,"Executive Engineer, Central Tender Cell,BMC","UG Floor, ICOMC Tower, Satya Nagar",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3043427,PANDU SETHY,21-Aug-2025 12:44 PM,Rejected-Finance,Rejected,12-Dec-2025 04:58 PM,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3043547,SANKARSHAN MUDULI,21-Aug-2025 01:52 PM,Rejected-Finance,Rejected,12-Dec-2025 04:58 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
