Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,25-Dec-2025 02:35 PM,techsummary_560615.pdf (2828.85 KB),1,3206533,AKSHAY KUMAR MANGARAJ,10-Nov-2025 03:20 PM,Rejected-AOC,L1,25-Dec-2025 02:44 PM,25-Dec-2025,"INR 1,800,678",60.0,Chittaranjan Mishra,25-Dec-2025 02:43 PM,6742.pdf (483.00 KB),61P1 OF 2025-26,1.0,3199017.0,SATYABRATA PRADHAN,INR,"1,800,678",Finance,Technical Evaluation commitee,Chittaranjan Mishra,25-Dec-2025 02:30 PM,finance_560615.pdf,BOQ Comparative Chart,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,25-Dec-2025 02:39 PM,finsummary_560615.pdf (2828.85 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_120490_1,TENDERONLINEDNAYAGARH42526,S/R to Baunsiapada to Patachandiprasad road such as CC overlaying and drain with cover slab for the year 2025-26,AOC,"6,000",0.0,Nil,Nil,No,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",S/R to Baunsiapada to Patachandiprasad road such as CC overlaying and drain with cover slab for the year 2025-26,S/R to Baunsiapada to Patachandiprasad road such as CC overlaying and drain with cover slab for the year 2025-26,NA ,NA ,"21,18,195",Civil Works - Roads,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,"21,182",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH42526,2025_CERWI_120490_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,31-Oct-2025 06:50 PM,12-Nov-2025 11:00 AM,31-Oct-2025 06:50 PM,11-Nov-2025 05:30 PM,31-Oct-2025 06:50 PM ,11-Nov-2025 05:30 PM ,31-Oct-2025 06:50 PM,11-Nov-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,1.0,ICICI BANK,AOC
,,,,,,2,3189285,AMJAD KHAN,07-Nov-2025 11:11 AM,Rejected-AOC,L1,25-Dec-2025 02:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3188590,ASHOK KUMAR ROUT,06-Nov-2025 05:56 PM,Rejected-AOC,L1,25-Dec-2025 02:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3202729,ASHUTOSH BALIARSINGH,09-Nov-2025 06:07 PM,Rejected-AOC,L1,25-Dec-2025 02:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3199894,BASANTI SWAIN,08-Nov-2025 11:05 PM,Rejected-AOC,L1,25-Dec-2025 02:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3174346,Bidyadhar Barad,02-Nov-2025 02:11 PM,Rejected-AOC,L1,25-Dec-2025 02:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3207775,BIJAYA KUMAR PRADHAN,11-Nov-2025 03:23 PM,Rejected-AOC,L1,25-Dec-2025 02:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3205874,BIJAY KUMAR BISWAL,11-Nov-2025 01:40 PM,Rejected-AOC,L1,25-Dec-2025 02:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3196899,BIKASH PRADHAN,08-Nov-2025 06:57 PM,Rejected-AOC,L1,25-Dec-2025 02:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3212298,BISWANATH PATTANAYAK,11-Nov-2025 02:02 PM,Rejected-AOC,L1,25-Dec-2025 02:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
