Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,IDCO||IDCO||IDCO,JPR/EST/C-02/24-25,2025_IDCO_118790_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"DH,Jajpur Road,idco","Pankapal IB,Kalinganagar,Jajpur",08-Oct-2025 05:00 PM,18-Oct-2025 11:30 AM,08-Oct-2025 05:00 PM,17-Oct-2025 05:00 PM,NA ,NA ,08-Oct-2025 05:00 PM,17-Oct-2025 05:00 PM,"24,450",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,"Filling of Ditches with Fly Ash, Partition Wall and SFRC Precast Pretensioned Compound Wall at Mantira Rehabilitation Colony in KNIC, Jajpur","Filling of Ditches with Fly Ash, Partition Wall and SFRC Precast Pretensioned Compound Wall at Mantira Rehabilitation Colony in KNIC, Jajpur",Please refer Tender documents. ,NA ,"24,45,085",Civil Works - Others,NA ,Tender,90.0,30.0,Jajpur,755026.0,NA ,NA ,NA ,"Office of DH,Jajpur Road Division",No ,No,AOC,1,3132354,BHUASUNI PRECAST PVT.LTD.,17-Oct-2025 12:54 PM,Rejected-AOC,Disqualified,28-Dec-2025 08:01 PM,DH JAJPUR,Internal,,Ajay Kumar Sahu,28-Dec-2025 07:49 PM,finsummary_554756.pdf (1156.36 KB),Finance,Technical/Finance bids have been opened.,Ajay Kumar Sahu,18-Oct-2025 04:53 PM,finance_554756.pdf,BOQ Comparative Chart,28-Dec-2025,"INR 2,078,567",30.0,Ajay Kumar Sahu,28-Dec-2025 08:00 PM,MantiraWO.pdf (941.00 KB),DH JAJPUR,Internal,,Ajay Kumar Sahu,26-Dec-2025 01:52 PM,techsummary_554756.pdf (1156.35 KB),IDCO||IDCO||IDCO,2025_IDCO_118790_1,JPR/EST/C-02/24-25,"Filling of Ditches with Fly Ash, Partition Wall and SFRC Precast Pretensioned Compound Wall at Mantira Rehabilitation Colony in KNIC, Jajpur",1.0,3132415.0,RASHMI RANJAN MAHUNTA,INR,"2,078,567",AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3132379,DEMONSTRATIVE SOLAR INDIA PVT. LTD.,17-Oct-2025 01:03 PM,Rejected-AOC,Disqualified,28-Dec-2025 08:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3128700,MAA DURGA ENGINEERING,17-Oct-2025 02:42 PM,Rejected-AOC,Disqualified,28-Dec-2025 08:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3129909,MAA MANGALA CONSTRUCTION PROP SAILABALA DAS,16-Oct-2025 11:23 AM,Rejected-AOC,Disqualified,28-Dec-2025 08:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3132161,M/S JITENDRA KUMAR BRAHMA,17-Oct-2025 11:02 AM,Rejected-AOC,Disqualified,28-Dec-2025 08:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3132337,M/S RAGHUNATH PRADHAN,17-Oct-2025 01:11 PM,Rejected-AOC,Disqualified,28-Dec-2025 08:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3132017,NITYARANJAN BEHERA,17-Oct-2025 08:20 AM,Rejected-AOC,Disqualified,28-Dec-2025 08:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3132568,RANJANKUMAR SETHY,17-Oct-2025 02:24 PM,Rejected-AOC,Disqualified,28-Dec-2025 08:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3132415,RASHMI RANJAN MAHUNTA,17-Oct-2025 04:16 PM,Accepted-AOC,Lottery Winner,28-Dec-2025 08:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3132288,RASHMITA PRADHAN,17-Oct-2025 12:19 PM,Rejected-AOC,Disqualified,28-Dec-2025 08:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
