EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"10,080",Yes,percentage,1.0%,Nil,Nil,S/R to RD Road Baidaypur to Beldiha Road,S/R to RD Road Baidaypur to Beldiha Road,Please refer Tender documents. ,NA ,"10,08,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,30-Oct-2025 05:00 PM,06-Nov-2025 05:30 PM,30-Oct-2025 05:00 PM,06-Nov-2025 05:00 PM,30-Oct-2025 05:00 PM ,06-Nov-2025 03:00 PM ,30-Oct-2025 05:00 PM,06-Nov-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,"6,000",0.0,Nil,Nil,No,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,07Online)/RWD/BPD/2025-26,2025_CERWI_120269_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,R.Pradhan,Internal,,Rajesh Pradhan,24-Dec-2025 06:46 PM,techsummary_559497.pdf (192.66 KB),R.Pradhan,Internal,,Rajesh Pradhan,24-Dec-2025 06:56 PM,finsummary_559497.pdf (1950.95 KB),Finance,.,Rajesh Pradhan,24-Dec-2025 06:42 PM,finance_559497.pdf,BOQ Comparative Chart,1.0,3181628.0,SANTOSH KUMAR JENA,INR,"857,211",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120269_20,07Online)/RWD/BPD/2025-26,S/R to RD Road Baidaypur to Beldiha Road,1,3185816,AJAY KUMAR GIRI,06-Nov-2025 03:24 PM,Rejected-AOC,unsuccessful tenderer,24-Dec-2025 07:00 PM,24-Dec-2025,"INR 857,211",30.0,Rajesh Pradhan,24-Dec-2025 07:00 PM,138.pdf (1951.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3187415,JAYASHREE KAR,06-Nov-2025 10:01 AM,Rejected-AOC,unsuccessful tenderer,24-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3181761,JNANA RANJAN BEHERA,05-Nov-2025 09:30 PM,Rejected-AOC,unsuccessful tenderer,24-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3174400,KAILASH NAYAK,02-Nov-2025 03:03 PM,Rejected-AOC,unsuccessful tenderer,24-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3184624,MANORANJAN UPADHAYAYA,06-Nov-2025 12:57 PM,Rejected-AOC,unsuccessful tenderer,24-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3179907,NIHARIKA BARIK,06-Nov-2025 07:01 AM,Rejected-AOC,unsuccessful tenderer,24-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3176362,NIRUPAMA DASH,05-Nov-2025 07:22 PM,Rejected-AOC,unsuccessful tenderer,24-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3184456,PRADIP KUMAR SINGHA,05-Nov-2025 02:28 PM,Rejected-AOC,unsuccessful tenderer,24-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3181628,SANTOSH KUMAR JENA,06-Nov-2025 10:33 AM,Accepted-AOC,Lottery winner.,24-Dec-2025 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3179236,SASMITA MOHANTY,05-Nov-2025 06:35 PM,Rejected-AOC,unsuccessful tenderer,24-Dec-2025 07:00 PM,,,,,,,AOC
