S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"7,080",0.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"Reinforcement of Kuragadu-I RL, Revival of Panduguda RL and Reinforcement of Lengarkhol RL of Chakapad Block under Kandhamal District","Reinforcement of Kuragadu-I RL, Revival of Panduguda RL and Reinforcement of Lengarkhol RL of Chakapad Block under Kandhamal District",Please refer Tender documents. ,NA ,"23,58,839",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,"Executive Engineer, L.I. Division, Phulbani",762001.0,NA ,NA ,NA ,"Executive Engineer, L.I. Division, Phulbani",No ,No,Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Phulbani,01/2025-26,2025_OLIC_115026_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, L.I. Division, Phulbani","Executive Engineer, L.I. Division, Phulbani",09-Jul-2025 10:00 AM,21-Jul-2025 11:00 AM,09-Jul-2025 10:00 AM,19-Jul-2025 05:30 PM,09-Jul-2025 10:00 AM ,17-Jul-2025 05:30 PM ,09-Jul-2025 10:00 AM,19-Jul-2025 05:30 PM,"23,588",Yes,percentage,1.0%,Nil,Nil,AOC,Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Phulbani,2025_OLIC_115026_21,01/2025-26,"Reinforcement of Kuragadu-I RL, Revival of Panduguda RL and Reinforcement of Lengarkhol RL of Chakapad Block under Kandhamal District",Jagabandhu Puhan EE,Internal,"J Puhan EE LI PLB, S Sahu AEE Estr LI PLB, S Panda AEE LI PLB, L Sur DA LI PLB",JAGABANDHU PUHAN,22-Dec-2025 08:28 PM,finsummary_544880.pdf (28.47 KB),Finance,"Tender bid successfully opened. Hence, the bid accepted.",JAGABANDHU PUHAN,22-Jul-2025 06:30 AM,finance_544880.pdf,BOQ Comparative Chart,1.0,3002746.0,PRAKASH BEHERA,INR,"2,505,365",22-Dec-2025,"INR 2,505,365",90.0,JAGABANDHU PUHAN,22-Dec-2025 08:31 PM,21.pdf (524.00 KB),Work Order No. 1236 Dt.22.08.2025,1,3003966,AGRAWALLA POWER INFRASTRUCTURE,19-Jul-2025 01:22 PM,Rejected-Technical,"Unsuccessful Bidder, Hence, the bid Rejected.",16-Sep-2025 09:59 AM,"Executive Engineer, L.I. Division, Gunupur.",Internal,"Assistant Engineer (Estimator) and Divisional Accountant, L.I. Division, Phulabani.",JAGABANDHU PUHAN,16-Sep-2025 09:59 AM,techsummary_544880.pdf (439.67 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3003824,Dinabandhu Pradhan,19-Jul-2025 11:31 AM,Rejected-Technical,"Documents properly not submitted. Hence, the bid rejected.",16-Sep-2025 09:59 AM,,,,,,,AOC
,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3003995,JITENDRA SARANGI,19-Jul-2025 01:08 PM,Rejected-Technical,"Unsuccessful Bidder. Hence, the bid Cancelled.",16-Sep-2025 09:59 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3002746,PRAKASH BEHERA,19-Jul-2025 04:46 PM,Accepted-AOC,Work Order Issued,22-Dec-2025 08:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3003967,Sri Ganesh Chandra Behera,19-Jul-2025 12:51 PM,Rejected-Technical,"Documents properly not submitted. Hence, the bid rejected.",16-Sep-2025 09:59 AM,,,,,,,AOC
