Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,30-Dec-2025 11:38 AM,techsummary_555272.pdf (1839.08 KB),30-Dec-2025,"INR 895,873",365.0,Somanath Tripathy,30-Dec-2025 11:52 AM,665.pdf (1839.00 KB),Contract awarded to Sri/Smt Sujit Kumar Nahak,1,3130029,CHINMAYA KUMAR PRAHARAJ,15-Oct-2025 07:42 PM,Rejected-AOC,Reject in Lottery,30-Dec-2025 11:52 AM,1.0,3126741.0,SUJIT KUMAR NAHAK,INR,"895,873",Finance,"13Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,17-Oct-2025 04:50 PM,finance_555272.pdf,BOQ Comparative Chart,"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,30-Dec-2025 11:44 AM,finsummary_555272.pdf (1839.08 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_119149_2,SE RandB Divn No.I-BAM-15/2025-26,"Comprehensive Electrical maintenance for wiring and Electrical Accessory at Gynic, PMR, Radiology Department MKCG, MC and H Berhampur",AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.",1.0,Change in DTCN,Technical Bid,,SE R and B Division No I Berhampur,SE R and B Division No I Berhampur,"Comprehensive Electrical maintenance for wiring and Electrical Accessory at Gynic, PMR, Radiology Department MKCG, MC and H Berhampur","Comprehensive Electrical maintenance for wiring and Electrical Accessory at Gynic, PMR, Radiology Department MKCG, MC and H Berhampur",Please refer Tender documents. ,NA ,"10,53,844",Electrical Works,NA ,Tender,90.0,365.0,Berhampur,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,1.0,ICICI BANK,"10,600",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE RandB Divn No.I-BAM-15/2025-26,2025_EICCL_119149_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,10-Oct-2025 11:00 AM,17-Oct-2025 11:30 AM,10-Oct-2025 11:00 AM,16-Oct-2025 04:00 PM,10-Oct-2025 11:00 AM ,16-Oct-2025 04:00 PM ,10-Oct-2025 11:00 AM,16-Oct-2025 04:00 PM,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3131146,Debabrata Panda,16-Oct-2025 03:15 PM,Rejected-AOC,Reject in Lottery,30-Dec-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3130828,Instrument & Control,16-Oct-2025 01:15 PM,Rejected-AOC,Reject in Lottery,30-Dec-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3130185,MAA TARATARINI ELECTRICALS,15-Oct-2025 08:55 PM,Rejected-AOC,Reject in Lottery,30-Dec-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3128147,M/s BINAYAK AGENCY,14-Oct-2025 06:36 PM,Rejected-AOC,Reject in Lottery,30-Dec-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3130255,M/s MARUTI ASSOCIATES,15-Oct-2025 09:55 PM,Rejected-AOC,Reject in Lottery,30-Dec-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3129143,NIKHEL KUMAR SAHU,15-Oct-2025 12:54 PM,Rejected-AOC,Reject in Lottery,30-Dec-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3128441,SANJIT KUMAR PATTNAIK,14-Oct-2025 09:41 PM,Rejected-AOC,Reject in Lottery,30-Dec-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3126626,SHIBASHIS PANIGRAHI,14-Oct-2025 06:24 PM,Rejected-AOC,Reject in Lottery,30-Dec-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3130015,Sidhesh Prasad Sahu,16-Oct-2025 01:38 PM,Rejected-AOC,Reject in Lottery,30-Dec-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3131263,S.P POWER SYSTEM,16-Oct-2025 03:43 PM,Rejected-AOC,Reject in Lottery,30-Dec-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3126741,SUJIT KUMAR NAHAK,13-Oct-2025 07:40 PM,Accepted-AOC,Win in Lottery,30-Dec-2025 11:52 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3128285,VACRON TECHNOLOGY PRIVATE LIMITED,14-Oct-2025 08:20 PM,Rejected-Technical,Reject due to non submission proper Document,30-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
