S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Executive Engineer,"RURAL WORKS DIVISION, MOHANA",Repair to Police Station Building at Ramagiri Child Care Unit for the year 2025-26,Repair to Police Station Building at Ramagiri Child Care Unit for the year 2025-26,NA ,NA ,"4,19,935",Civil Works - Buildings,NA ,Tender,90.0,30.0,Mohana,761015.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MOHANA",No ,No,25-Sep-2025 11:00 AM,08-Oct-2025 11:00 AM,25-Sep-2025 11:00 AM,06-Oct-2025 05:00 PM,25-Sep-2025 11:00 AM ,03-Oct-2025 05:00 PM ,25-Sep-2025 11:00 AM,06-Oct-2025 05:00 PM,"4,200",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,03/MOHANA/2025-26,2025_CERWI_118470_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit,GSTIN,PAN,RC,other papers as per DTCN,BOQ",AOC,09-Dec-2025,"INR 356,987",30.0,Bidyut Prabha Padhy,09-Dec-2025 05:48 PM,2025_CERWI_118470_1.pdf (2484.00 KB),Successful Bidder,1,3112555,BHARATI SAHU,06-Oct-2025 04:18 PM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,09-Dec-2025 05:38 PM,techsummary_553628.pdf (2484.26 KB),Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,09-Dec-2025 05:42 PM,finsummary_553628.pdf (2484.26 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,2025_CERWI_118470_1,03/MOHANA/2025-26,Repair to Police Station Building at Ramagiri Child Care Unit for the year 2025-26,1.0,3110248.0,NIRANJANA BARADO,INR,"356,987",Finance,ok,Bidyut Prabha Padhy,09-Dec-2025 05:34 PM,finance_553628.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC,,,,,,,,2,3111056,BINNALA VIJAYA BABU,05-Oct-2025 08:12 PM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3110752,DUKHI NAIK,05-Oct-2025 02:09 PM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3108022,GOTTIPILLI NABIN,03-Oct-2025 08:23 PM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3111313,HARI KRUSHNA GOUDA,05-Oct-2025 10:34 PM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3111381,HARI KRUSHNA PRADHAN,05-Oct-2025 09:23 PM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3110481,HEMANTA KUMAR RANA,05-Oct-2025 11:50 AM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3108288,HUTTASAN APPATO,04-Oct-2025 11:20 PM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3107063,KHAGESWARA PRADHAN,04-Oct-2025 03:24 PM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3110529,Krushna Chandra Gouda,05-Oct-2025 11:33 AM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3104972,LAXMIKANTA PRADHAN,03-Oct-2025 01:41 PM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3111151,MINAKSHI LENKA,06-Oct-2025 10:19 AM,Rejected-AOC,All documents submitted.,09-Dec-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
