Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online Paper cost,EMD,RC,GST,PAN.Original Affidavit,No relation certificate etc",1.0,ICICI BANK,07-Aug-2025 09:00 AM,14-Aug-2025 11:00 AM,07-Aug-2025 09:00 AM,13-Aug-2025 05:00 PM,NA ,NA ,07-Aug-2025 09:00 AM,13-Aug-2025 05:00 PM,"Superintending Engineer MI Division,Angul","Superintending Engineer MI Division,Angul","12,700",Yes,percentage,1.0%,Nil,Nil,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||MI Division Jajpur",SEMIDIVISION ANGUL/01/2025-26,2025_CEMIB_116524_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement to Head work Distribution system of Gurujang MIP in Kishorenagar Block of Angul District under Critical Grant for the Year 2025-26.,Improvement to Head work Distribution system of Gurujang MIP in Kishorenagar Block of Angul District under Critical Grant for the Year 2025-26.,Please refer Tender documents. ,NA ,"12,70,000",Civil Works - Canal,NA ,Tender,90.0,180.0,Angul,759143.0,NA ,NA ,NA ,MI DIVISION ANGUL,No ,No,AOC,SUPERINTENDING ENGINEER,Internal,"DAO,Estimator",Sanjay Kumar Behera,27-Dec-2025 06:37 PM,finsummary_548567.pdf (519.80 KB),"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||MI Division Jajpur",2025_CEMIB_116524_9,SEMIDIVISION ANGUL/01/2025-26,Improvement to Head work Distribution system of Gurujang MIP in Kishorenagar Block of Angul District under Critical Grant for the Year 2025-26.,1.0,3032820.0,SUMANTA KUMAR SAHOO,INR,"1,079,966",Finance,13nos bidder found,Aparajita Priyadarsini,23-Dec-2025 02:16 PM,finance_548567.pdf,BOQ Comparative Chart,1,3033618,ANIL KUMAR PRADHAN,12-Aug-2025 04:36 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,28-Dec-2025,"INR 1,079,966",180.0,Sanjay Kumar Behera,28-Dec-2025 10:58 AM,Gurujanja.pdf (473.00 KB),AOC,SUPERINTENDING ENGINEER,Internal,"DAO,Estimator",Sanjay Kumar Behera,27-Dec-2025 05:03 PM,techsummary_548567.pdf (519.80 KB),AOC
,,,,,,,.pdf,Other documents as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3033506,IKAL BISWAL,12-Aug-2025 03:54 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3034165,JITENDRA KUMAR PRADHAN,13-Aug-2025 08:11 AM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3032332,KEDARNATH MAJHI,11-Aug-2025 08:28 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3032053,KSHIROD KUMAR PRADHAN,11-Aug-2025 06:53 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3033924,RITA PRADHAN,12-Aug-2025 08:22 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3034727,SANJEEB KUMAR SAHOO,13-Aug-2025 02:53 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3033944,SATYARANJAN PRADHAN,13-Aug-2025 09:35 AM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3033951,Shimanchal Pradhan,12-Aug-2025 08:31 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3034121,SUDAMA BHOI,13-Aug-2025 06:28 AM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3032820,SUMANTA KUMAR SAHOO,12-Aug-2025 11:27 AM,Accepted-AOC,Winner of lottery,28-Dec-2025 10:58 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3032230,TALAS RANJAN PRADHAN,11-Aug-2025 07:17 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3033901,TRUPTIPRIYA PANDA,12-Aug-2025 07:55 PM,Rejected-Finance,Loser of lottery,27-Dec-2025 06:37 PM,,,,,,,,,,,,,,AOC
