Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,"At the time of verification, all required document found correct.",SANJEEB KUMAR SAHU,04-Dec-2025 01:10 PM,finance_547221.pdf,BOQ Comparative Chart,COLLECTOR PURI,Internal,Chief CSO cum DM OSCSC Ltd Puri RTO Puri DSWO Puri Dist Labour Officer Puri ADM Protocol Puri,SANJEEB KUMAR SAHU,20-Aug-2025 11:56 AM,22-Aug-2025 11:00 AM,techsummary_547221.pdf (2705.02 KB),04-Dec-2025,"INR 157,745",484.0,Gautam Sahoo,15-Dec-2025 05:53 PM,LIIAOC.pdf (1818.00 KB),Appointment of L II Transport Contractor for Satyabadi Block (Lowest one),1,3024894,ASWINI KUMAR RATH,11-Aug-2025 01:25 PM,Accepted-AOC,Quoted lowest rate Rs. 33.77 per qtl.,15-Dec-2025 05:53 PM,1.0,3024894.0,ASWINI KUMAR RATH,INR,33.77,COLLECTOR PURI,Internal,Chief CSO cum DM Puri TRO Puri DLO Puri DSWO Puri ADM Protocol Puri,SANJEEB KUMAR SAHU,04-Dec-2025 03:57 PM,finsummary_547221.pdf (2351.29 KB),Technical,Technical bid verified and found correct,SANJEEB KUMAR SAHU,20-Aug-2025 11:53 AM,,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Puri,2025_OSCSC_116041_1,2248.0,Selection and Appointment of L II Transport Contractor for Satyabadi Block,AOC,25-Jul-2025 09:00 AM,12-Aug-2025 11:30 AM,25-Jul-2025 09:10 AM,11-Aug-2025 05:00 PM,25-Jul-2025 11:00 AM ,10-Aug-2025 05:00 PM ,25-Jul-2025 11:00 AM,11-Aug-2025 05:00 PM,22-Aug-2025 11:00 AM,"5,900",0.0,Nil,Nil,No,Selection and Appointment of L II Transport Contractor for Satyabadi Block,Selection and appointment of Level-II contractor for transportation of Custom Milled Rice from Rice Receiving Centre to Retail Centre of Satyabadi Block,Please refer Tender documents. ,NA ,"31,54,902",Handling and Transportation,NA ,Tender,180.0,NA ,Satyabadi Block,752014.0,Office Chamber of Chief CSO cum DM OSCSC Ltd Puri  ,Office Chamber of Chief CSO cum DM OSCSC Ltd Puri Near Govt Womens College Baligodown Puri ,29-Jul-2025 11:30 AM ,Collectorate Puri,No ,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,District Manager OSCSC Ltd Puri,Office of the Chief CSO cum DM OSCSC Ltd Baligodown Puri,"1,57,745",No,fixed,,Nil,Nil,1,ICICI BANK,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Puri,2248.0,2025_OSCSC_116041_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3028903,BIBHU KALYAN SAHOO,11-Aug-2025 02:46 PM,Rejected-Finance,Due to Highest Rate Quoted,04-Dec-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
