Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, Bid Declaration Form, GSTIN, PAN, EPF, ESI, Affidavit and other DOC as per DTCN",1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,IFB-SE PWD-16 OF 2025-26,2025_EICCL_121485_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Shifting of 11kv line, LT line and s/s for widening of road/drain work in front of Mini Stadium on the road Sp Office to Panchayat College via Kalimandir under ESO-II, Bargarh for the year 2025-26",ELECTRICAL WORK,PLEASE REFER THE TENDER DOCUMENTS ,NA ,"8,04,245",Electrical Works,NA ,Tender,90.0,30.0,BARGARH,768028.0,NA ,NA ,NA ,O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION,No ,No,O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION,"O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION BARGARH, AT-NEAR GOVT BUS STAND INFRONT OF WOMENS COLLEGE BARGARH",18-Nov-2025 03:00 PM,28-Nov-2025 11:30 AM,18-Nov-2025 03:00 PM,27-Nov-2025 05:00 PM,18-Nov-2025 03:00 PM ,27-Nov-2025 05:00 PM ,18-Nov-2025 03:00 PM,27-Nov-2025 05:00 PM,04-Dec-2025 09:00 AM,"8,042",Yes,fixed,,Nil,Nil,AOC,Technical,Total No. of 4 nos bidder accepted for technical evaluation process.,Arun Kumar Pandey,28-Nov-2025 12:28 PM,,ARUN KUMAR PANDEY,Internal,1-VINIT KUMAR 2-UMESH CHANDRA BHOI 3-HAIMABATI SA,Arun Kumar Pandey,20-Dec-2025 11:25 AM,finsummary_565197.pdf (410.73 KB),Finance,Total No. of 3 nos bidder accepted for financial evaluation process.,Vinit Kumar,04-Dec-2025 11:16 AM,,BOQ Comparative Chart,ARUN KUMAR PANDEY,Internal,1-VINIT KUMAR 2-UMESH CHANDRA BHOI 3-HAIMABATI SA,Arun Kumar Pandey,02-Dec-2025 07:23 PM,04-Dec-2025 09:00 AM,techsummary_565197.pdf (172.07 KB),20-Dec-2025,"INR 683,689",30.0,Arun Kumar Pandey,20-Dec-2025 11:27 AM,AOCMINISTADIUMTOSPOFC.pdf (411.00 KB),1,3246639,Astronea Infratech Private Limited,22-Nov-2025 05:22 PM,Accepted-AOC,1ST LOWEST,20-Dec-2025 11:27 AM,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,2025_EICCL_121485_10,IFB-SE PWD-16 OF 2025-26,"Shifting of 11kv line, LT line and s/s for widening of road/drain work in front of Mini Stadium on the road Sp Office to Panchayat College via Kalimandir under ESO-II, Bargarh for the year 2025-26",1.0,3246639.0,Astronea Infratech Private Limited,INR,"683,689",AOC
2.0,Finance,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3259720,AVENEW REALCON PRIVATE LIMITED,27-Nov-2025 12:50 PM,Rejected-Technical,Not submitted EPF and ESI as per DTCN,02-Dec-2025 07:23 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3259525,ELECTRICAL CONSTRUCTION AND MAINTENANCE SERVICE,27-Nov-2025 12:09 PM,Rejected-AOC,2ND LOWEST,20-Dec-2025 11:27 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3259826,M/s ARS Infra Power,27-Nov-2025 01:11 PM,Rejected-AOC,3RD LOWEST,20-Dec-2025 11:27 AM,,,,,,,,,,AOC
