EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"40,700",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-39 of 2025-26,2025_EICCL_118504_9,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,24-Sep-2025 03:00 PM,04-Oct-2025 11:00 AM,24-Sep-2025 03:00 PM,03-Oct-2025 05:00 PM,NA ,NA ,24-Sep-2025 03:00 PM,03-Oct-2025 05:00 PM,"Repair and restoration of internal road of parking adjacent to Mahanadi Ring road, Cuttack (restoration for parking-1) for ensuing Historic Baliyatra Cuttack Utsav 2025",Road work,As per DTCN ,NA ,"40,62,334",Civil Works - Roads,NA ,Tender,90.0,30.0,Cuttack,753001.0,NA ,NA ,NA ,"O/O SE Cuttack RandB Division No_I, Cuttack",No ,No,"6,000",0.0,Nil,Nil,No,SE Cuttack RandB Division No_I,"O/O SE Cuttack RandB Division No_I, Cuttack",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit and other mandatory documents as per DTCN",AOC,Er. Md Shahbaz SE,Internal,Er Rashmirekha Behera AE Estr Er Amiya Ranjan Sinha EE(OSD) Mr N Srinibash Sr DAO,Mohammed Shahbaz,20-Dec-2025 06:42 PM,finsummary_553751.pdf (1219.62 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_118504_9,SE CTC (RandB)-39 of 2025-26,"Repair and restoration of internal road of parking adjacent to Mahanadi Ring road, Cuttack (restoration for parking-1) for ensuing Historic Baliyatra Cuttack Utsav 2025",1.0,3107570.0,MADHUSMITA SWAIN,INR,"3,453,390",Finance,23nos bids received,Mohammed Shahbaz,08-Oct-2025 11:58 AM,,BOQ Comparative Chart,1,3107366,AKSHAT CONSTRUCTION,03-Oct-2025 02:50 PM,Rejected-AOC,Rejected,20-Dec-2025 06:49 PM,20-Dec-2025,"INR 3,453,390",30.0,Mohammed Shahbaz,20-Dec-2025 06:49 PM,118504_9_A.pdf (424.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 29.10.2025 to complete the work by 28.11.2025 in all respect,Er. Md Shahbaz SE,Internal,Er Rashmirekha Behera AE Estr Er Amiya Ranjan Sinha EE(OSD) Mr N Srinibash Sr DAO,Mohammed Shahbaz,08-Oct-2025 12:17 PM,techsummary_553751.pdf (743.94 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantities,AOC,,,,,,,,,,,,,,,,,,,,,,2,3101710,AMITABH SWAIN,02-Oct-2025 06:55 PM,Rejected-AOC,Rejected,20-Dec-2025 06:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3101996,AMITA MOHANTY,28-Sep-2025 05:07 PM,Rejected-AOC,Rejected,20-Dec-2025 06:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3105359,BISWAJIT ROUT,02-Oct-2025 01:11 PM,Rejected-AOC,Rejected,20-Dec-2025 06:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3102046,BISWAJIT SWAIN PROP. BINODINI ENTERPRISES,28-Sep-2025 05:25 PM,Rejected-AOC,Rejected,20-Dec-2025 06:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3105754,CHOUDHURY SURYAKANTA SWAIN,03-Oct-2025 12:09 AM,Rejected-AOC,Rejected,20-Dec-2025 06:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3102702,DEBASHISH DAS,01-Oct-2025 11:31 AM,Rejected-AOC,Rejected,20-Dec-2025 06:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3101722,JITENDRA MALLICK,27-Sep-2025 10:14 PM,Rejected-AOC,Rejected,20-Dec-2025 06:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3103897,JYOTI RANJAN SWAIN,30-Sep-2025 11:00 PM,Rejected-AOC,Rejected,20-Dec-2025 06:49 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3107570,MADHUSMITA SWAIN,03-Oct-2025 03:45 PM,Accepted-AOC,Accepted,20-Dec-2025 06:49 PM,,,,,,,,,,,,,,AOC
