S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3026437.0,SANTOSH KUMAR MISHRA,INR,36.78,COLLECTOR PURI,Internal,Chief CSO cum DM Puri RTO Puri DSWO Puri DLO Puri ADM Protocol Puri,SANJEEB KUMAR SAHU,04-Dec-2025 01:32 PM,finsummary_547242.pdf (2351.29 KB),Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Puri,2025_OSCSC_116048_1,2249.0,Selection and Appointment of L II Transport Contractor for Puri Sadar Block,Technical,Technical bid verified and found correct,SANJEEB KUMAR SAHU,20-Aug-2025 11:46 AM,,Finance,"At the time of verification, all required document found correct.",SANJEEB KUMAR SAHU,04-Dec-2025 01:11 PM,finance_547242.pdf,BOQ Comparative Chart,COLLECTOR PURI,Internal,Chief CSO cum DM OSCSC Ltd Puri RTO Puri DSWO Puri Dist Labour Officer Puri ADM Protocol Puri,SANJEEB KUMAR SAHU,20-Aug-2025 11:48 AM,22-Aug-2025 11:00 AM,techsummary_547242.pdf (2705.02 KB),1,3030309,DIJABAR PRADHAN,11-Aug-2025 03:17 PM,Rejected-Finance,Due to Highest rate quoted,04-Dec-2025 01:32 PM,04-Dec-2025,"INR 251,509",484.0,Gautam Sahoo,16-Dec-2025 11:30 AM,LIIAOC.pdf (2327.00 KB),Appointment of L II Transport Contractor for Puri Sadar Block (Lowest one),AOC,"5,900",0.0,Nil,Nil,No,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Puri,2249.0,2025_OSCSC_116048_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,25-Jul-2025 09:00 AM,12-Aug-2025 11:30 AM,25-Jul-2025 09:10 AM,11-Aug-2025 05:00 PM,25-Jul-2025 11:00 AM ,10-Aug-2025 05:00 PM ,25-Jul-2025 11:00 AM,11-Aug-2025 05:00 PM,22-Aug-2025 11:00 AM,1,ICICI BANK,District Manager OSCSC Ltd Puri,Office of the Chief CSO cum DM OSCSC Ltd Baligodown Puri,"2,51,509",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,Selection and Appointment of L II Transport Contractor for Puri Sadar Block,Selection and appointment of Level-II contractor for transportation of Custom Milled Rice from Rice Receiving Centre to Retail Centre of Puri Sadar Block,Please refer Tender documents. ,NA ,"50,30,180",Handling and Transportation,NA ,Tender,180.0,NA ,Puri Sadar Block,752001.0,Office Chamber of Chief CSO cum DM OSCSC Ltd Puri  ,Office Chamber of Chief CSO cum DM OSCSC Ltd Puri Near Govt Womens College Baligodown Puri ,29-Jul-2025 11:30 AM ,Collectorate Puri,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3026437,SANTOSH KUMAR MISHRA,11-Aug-2025 02:29 PM,Accepted-AOC,Quoted lowest rate Rs. 36.78 per qtl.,16-Dec-2025 11:32 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,AOC
