Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
"superintending Engineer,R.W.Division-II,Balasore",Internal,,Sujata Behera,08-Dec-2025 05:06 PM,techsummary_553084.pdf (196.70 KB),08-Dec-2025,"INR 285,568",30.0,Sujata Behera,08-Dec-2025 05:16 PM,118261AOC.pdf (592.00 KB),1,3100746,BISWAJIT NAYAK,26-Sep-2025 04:26 PM,Rejected-AOC,Rejected,08-Dec-2025 05:16 PM,Finance,all documents download,Sujata Behera,07-Dec-2025 01:24 PM,finance_553084.pdf,BOQ Comparative Chart,1.0,3105618.0,NILAMADHABA BEHERA,INR,"285,568",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,2025_CERWI_118261_1,ETCN5-18,42/6357-S/R to A.S.I Otr of Simulia P.S Building for 2025-26,"superintending Engineer,R.W.Division-II,Balasore",Internal,,Sujata Behera,08-Dec-2025 05:11 PM,finsummary_553084.pdf (410.20 KB),AOC,42/6357-S/R to A.S.I Otr of Simulia P.S Building for 2025-26,42/6357-S/R to A.S.I Otr of Simulia P.S Building for 2025-26,NA ,NA ,"3,35,922",Civil Works - Buildings,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, BALASORE",No ,No,Divisional Officer,"RURAL WORKS DIVISION NO.II, BALASORE","2,000",0.0,Nil,Nil,No,"3,359",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P Cost, EMD Online, RC, PAN, GSTIN, Affidavit, NRC, Bid Declaration and Other doc. as per DTCN",19-Sep-2025 06:00 PM,06-Oct-2025 11:00 AM,19-Sep-2025 06:00 PM,04-Oct-2025 05:00 PM,19-Sep-2025 06:00 PM ,04-Oct-2025 03:00 PM ,19-Sep-2025 06:00 PM,04-Oct-2025 05:00 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,ETCN5-18,2025_CERWI_118261_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,2,3108104,BISWANATH PANDA,03-Oct-2025 07:42 PM,Rejected-AOC,Rejected,08-Dec-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,3,3100886,GOURANGA CHANDRA NAYAK,26-Sep-2025 06:43 PM,Rejected-AOC,Rejected,08-Dec-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3104997,JAYADRATH SHIAL (SC),02-Oct-2025 01:31 PM,Rejected-AOC,Rejected,08-Dec-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3108094,JAYANTA KUMAR DASH,03-Oct-2025 07:50 PM,Rejected-AOC,Rejected,08-Dec-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3099005,JYOTSNARANI KANUNGO,25-Sep-2025 11:37 AM,Rejected-AOC,Rejected,08-Dec-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3100861,MANJULATA NAYAK,29-Sep-2025 12:59 PM,Rejected-AOC,Rejected,08-Dec-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3105618,NILAMADHABA BEHERA,02-Oct-2025 03:39 PM,Accepted-AOC,Awarded through lottery winner,08-Dec-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3098063,Ratnakar Behera,24-Sep-2025 10:42 AM,Rejected-AOC,Rejected,08-Dec-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3108804,SUSANTA KUMAR UPADHYAYA,04-Oct-2025 01:41 PM,Rejected-AOC,Rejected,08-Dec-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,11,3104211,TRUPTIMAYEE SWAIN,01-Oct-2025 01:06 PM,Rejected-AOC,Rejected,08-Dec-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
