Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"SE, Minor Irrigation Division, Boudh","Superintending Engineer, Minor Irrigation Division, Boudh, At/Po-Malisahi, District-Boudh, PIN-762014","29,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,01-Nov-2025 10:00 AM,15-Nov-2025 11:00 AM,01-Nov-2025 10:00 AM,14-Nov-2025 05:30 PM,NA ,NA ,01-Nov-2025 10:00 AM,14-Nov-2025 05:30 PM,Improvement to Distribution System of Ainthapada MIP (D/W) in Boudh Block of Boudh District under Critical Scheme for 2025-26,Improvement to Distribution System of Ainthapada MIP (D/W) in Boudh Block of Boudh District under Critical Scheme for 2025-26,Please refer Tender documents. ,NA ,"29,65,900",Civil Works - Others,NA ,Tender,90.0,180.0,Boudh.,762014.0,NA ,NA ,NA ,"SE, Minor Irrigation Division, Boudh",No ,No,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",09/BMID/2025-2026,2025_CEMIB_120528_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Registration Certificate, PAN, GST, No Relation Certificate and Affidavit","6,000",0.0,Nil,Nil,No,AOC,1,3224729,AMIT KUMAR SAMANTARA,14-Nov-2025 02:19 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:32 PM,21-Dec-2025,"INR 2,975,148",180.0,SURJYA NARAYANA PANIGRAHI,21-Dec-2025 12:32 PM,aintha.pdf (267.00 KB),SE MI DIVISION BOUDH,Internal,,SURJYA NARAYANA PANIGRAHI,27-Nov-2025 12:34 PM,techsummary_560748.pdf (43.48 KB),"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_120528_5,09/BMID/2025-2026,Improvement to Distribution System of Ainthapada MIP (D/W) in Boudh Block of Boudh District under Critical Scheme for 2025-26,SE MI DIVISION BOUDH,Internal,,SURJYA NARAYANA PANIGRAHI,27-Nov-2025 12:48 PM,finsummary_560748.pdf (43.48 KB),Finance,All Bidders are responsible,SURJYA NARAYANA PANIGRAHI,27-Nov-2025 12:27 PM,finance_560748.pdf,BOQ Comparative Chart,1.0,3222837.0,KUSHAL KUMBHAR,INR,"2,975,148",AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,AOC,2,3212462,ANIL KUMAR BEHERA,11-Nov-2025 01:04 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,AOC,3,3223445,ARABINDA PATRA,14-Nov-2025 08:51 AM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3223908,ARUP MEHER,14-Nov-2025 12:10 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3223875,ASHISH SINGH,14-Nov-2025 11:57 AM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3224194,ASHOK KUMAR SINGH,14-Nov-2025 12:45 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3225018,ASTAMA NAIK,14-Nov-2025 03:13 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3219182,ASWINI KUMAR PRADHAN,13-Nov-2025 12:45 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3222564,BHABANI SHANKAR KHATUA,13-Nov-2025 07:25 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3224244,BISWAJIT SAHOO,14-Nov-2025 12:56 PM,Rejected-AOC,Not Qualified in Lottery,21-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
