Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Special Repair of existing MCC at Munda Sahi at ward no-02 of Champua NAC for 2025-26,Special Repair of existing MCC at Munda Sahi at ward no-02 of Champua NAC for 2025-26,Please refer Tender documents. ,NA ,"22,65,727",Civil Works - Others,NA ,Tender,120.0,120.0,CHAMPUA,758041.0,NA ,NA ,NA ,"O/O EXECUTIVE OFFICER,CHAMPUA NAC",No ,No,28-Jul-2025 09:00 AM,14-Aug-2025 10:30 AM,28-Jul-2025 09:00 AM,09-Aug-2025 05:00 PM,28-Jul-2025 09:00 AM ,02-Aug-2025 05:00 PM ,28-Jul-2025 09:00 AM,09-Aug-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,EXTENTION OF DATE,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GST, REGISTRATION CERTIFICATE , AFFIDAVIT AND OTHER AS PER DTCN","O/O EXECUTIVE OFFICER,CHAMPUA NAC","O/O EXECUTIVE OFFICER,CHAMPUA NAC","22,657",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Municipal Bodies||Champua NAC,EOCHAMPUANAC-NO-54/2025-26,2025_ORULB_116101_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"EO, CHAMPUA",Internal,"EO , CHAMPUA",Jagannath Behera,06-Dec-2025 11:30 AM,finsummary_547436.pdf (99.94 KB),Municipal Bodies||Champua NAC,2025_ORULB_116101_5,EOCHAMPUANAC-NO-54/2025-26,Special Repair of existing MCC at Munda Sahi at ward no-02 of Champua NAC for 2025-26,1.0,3023610.0,AMIT KUMAR PANDA,INR,"1,926,045",Finance,10 nos bidder participated,Jagannath Behera,16-Aug-2025 05:04 PM,finance_547436.pdf,BOQ Comparative Chart,06-Dec-2025,"INR 1,926,045",120.0,Jagannath Behera,06-Dec-2025 11:36 AM,AMITWORK1.pdf (100.00 KB),WORK ORDER UPLODED,1,3023610,AMIT KUMAR PANDA,04-Aug-2025 06:28 PM,Accepted-AOC,QUALIFIED,06-Dec-2025 11:36 AM,"EO, CHAMPUA",Internal,"EO, CHAMPUA",Jagannath Behera,06-Dec-2025 11:23 AM,techsummary_547436.pdf (99.94 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3026115,FAZAKKIR DANISH,06-Aug-2025 06:37 PM,Rejected-AOC,REJECT,06-Dec-2025 11:36 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3022206,Gaurav Dey,06-Aug-2025 08:55 PM,Rejected-AOC,REJECT,06-Dec-2025 11:36 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3027158,GOPINATH DAGARA,07-Aug-2025 03:00 PM,Rejected-AOC,REJECT,06-Dec-2025 11:36 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3026086,GOPINATH NAIK,06-Aug-2025 06:37 PM,Rejected-AOC,REJECT,06-Dec-2025 11:36 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3028871,KUANR SOREN,08-Aug-2025 04:55 PM,Rejected-AOC,REJECT,06-Dec-2025 11:36 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3024883,MD MOJAHID,06-Aug-2025 05:11 PM,Rejected-AOC,REJECT,06-Dec-2025 11:36 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3027715,MOHAMMAD KHURSHID ALAM,07-Aug-2025 08:29 PM,Rejected-AOC,REJECT,06-Dec-2025 11:36 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3027114,MOHMAD AKHLAK,07-Aug-2025 04:20 PM,Rejected-AOC,REJECT,06-Dec-2025 11:36 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3022352,RAMA NARAYAN SAHOO,06-Aug-2025 09:35 PM,Not Admitted-Fee/PreQual/Technical/Finance,Price Bid not complied,16-Aug-2025 05:04 PM,,,,,,,AOC
