Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Balangir Municipality,BLGRMPTY/03(01-19)/2025-26,2025_ORULB_114428_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Const. of C.Croad from Late Kara Babu Gali, C.S. Nagar,W.No.2",Road work,Please refer Tender Documents  ,NA ,"8,44,328",Civil Works - Roads,NA ,Tender,180.0,90.0,Balangir Municipality,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,16-Jun-2025 11:30 AM,30-Jun-2025 11:00 AM,16-Jun-2025 11:30 AM,26-Jun-2025 05:00 PM,NA ,NA ,16-Jun-2025 11:30 AM,26-Jun-2025 05:00 PM,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir",1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"4,000",0.0,Nil,Nil,No,1,ICICI BANK,"8,443",Yes,percentage,1.0%,Nil,Nil,AOC,"SMT. LIKA SAHU,CHAIRPERSON,BALANGIR MUNICIPALITY",Internal,"Chairperson , Executive Officer, Municipal Engineer,Asst. Engineer, Junior Engineer, Balangir Municipality",Santosh Kumar Behera,05-Dec-2025 07:23 AM,finsummary_543104.pdf (192.10 KB),Municipal Bodies||Balangir Municipality,2025_ORULB_114428_8,BLGRMPTY/03(01-19)/2025-26,"Const. of C.Croad from Late Kara Babu Gali, C.S. Nagar,W.No.2",1.0,2978795.0,Deepak Kumar Nag,INR,"802,196.4",Finance,2 Nos. of bidders have participated,Rojalisa Rout,03-Jul-2025 12:38 PM,,BOQ Comparative Chart,1,2978795,Deepak Kumar Nag,25-Jun-2025 01:51 PM,Accepted-AOC,L1,12-Dec-2025 08:20 AM,10-Dec-2025,"INR 802,196.4",90.0,Santosh Kumar Behera,12-Dec-2025 08:20 AM,WO0320252608.pdf (1002.00 KB),After approval of the tender Committee contractor SRI DEEPAK KUMAR NAG is awarded the work,"SMT LIKA SAHU,CHAIRPERSON",Internal,"Chairperson,Executive Officer,Municipal Engineer,Junior Engineer,Balangir Municipality",Sanjay Kumar Mohanty,04-Nov-2025 06:30 PM,techsummary_543104.pdf (444.80 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",,,,,,2,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2979493,Dharam Nag,25-Jun-2025 07:57 AM,Rejected-Finance,other then L1 Bidder,05-Dec-2025 07:23 AM,,,,,,,,,,,,,,AOC
