Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Opening,Smita Sahoo,31-May-2025 05:10 PM,,BOQ Comparative Chart,Er D C Behera EIC (Civil-cum-Roads) Odisha,Internal,Er P Samantara CE Buildings I Odisha Er A K Lenka Addl CE Buildings I Odisha Smt P Samal Financial Advisor,Smita Sahoo,31-May-2025 01:27 PM,31-May-2025 04:00 PM,techsummary_526791.pdf (360.20 KB),24-Dec-2025,"INR 163,818,352",547.0,Ashok Kumar Lenka,24-Dec-2025 04:25 PM,AOC_Balasore.pdf (205.00 KB),AOC,1,2772216,ARUN KUMAR NAYAK,30-Jan-2025 02:19 PM,Rejected-Technical,Disqualified,31-May-2025 01:27 PM,1.0,2800158.0,PRITHUDIPTI BOSE,INR,"163,818,352",Principal Secretary to Govt. Works Dept Odisha,Internal,EIC Civil cum Roads Odisha CE Buildings I Odisha FA cum Special Secy to Govt Works Dept Odisha,Priyabrata Samantara,13-Aug-2025 01:20 PM,finsummary_526791.pdf (294.32 KB),Technical,10 Nos. Bidders Received,Bijaya Kumar Nayak,10-Feb-2025 03:30 PM,,EIC-CIVIL,2025_EICCL_109374_4,C.E. (B) - 26 / 2024-25,"Construction of 50 Bedded Critical Care Block at MC and H Balasore, Odisha.",AOC,"10,000",0.0,Nil,Nil,No,EIC-CIVIL,C.E. (B) - 26 / 2024-25,2025_EICCL_109374_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Chief Engineer, Buildings-I (I/C), Odisha, BBSR","O/o. the E.I.C. (Civil), Odisha, Unit-V, Nirman Soudha, Bhubaneswar.",1.0,Fee/PreQual/Technical,.pdf,"Paper Cost and EMD Online, PAN, GSTIN, Affidavit, Regd. Certificate and other Documents as per DTCN.",1.0,ICICI BANK,"18,56,000",Yes,fixed,,Nil,Nil,"Construction of 50 Bedded Critical Care Block at MC and H Balasore, Odisha.","Construction of 50 Bedded Critical Care Block at MC and H Balasore, Odisha.",Please refer Tender documents. ,NA ,"18,55,24,748",Civil Works - Buildings,NA ,Tender,90.0,547.0,BALASORE DIST.,756001.0,NA ,NA ,NA ,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar.",No ,No,21-Jan-2025 04:00 PM,10-Feb-2025 11:30 AM,21-Jan-2025 04:00 PM,07-Feb-2025 05:00 PM,NA ,NA ,21-Jan-2025 04:00 PM,07-Feb-2025 05:00 PM,31-May-2025 04:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,2,2802707,AVR INFRATECH PVT LTD,07-Feb-2025 04:27 PM,Rejected-Finance,L4,13-Aug-2025 01:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2791980,LIRA CONSTRUCTIONS PRAVATE LIMITED,07-Feb-2025 03:46 PM,Rejected-Finance,L3,13-Aug-2025 01:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2798273,M/s Lalitendu Satpathy,05-Feb-2025 05:08 PM,Rejected-Finance,L3,13-Aug-2025 01:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2800158,PRITHUDIPTI BOSE,06-Feb-2025 12:02 PM,Accepted-AOC,L1,24-Dec-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2802678,RAJAT MOHAPATRA,07-Feb-2025 04:03 PM,Rejected-Finance,L3,13-Aug-2025 01:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2779576,ROUTRAY DEVELOPER,04-Feb-2025 08:42 PM,Rejected-Finance,L3,13-Aug-2025 01:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2798504,SAS CONSTRUCTIONS,07-Feb-2025 10:45 AM,Rejected-Finance,L3,13-Aug-2025 01:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2769399,S S CONSTRUCTION CO,29-Jan-2025 09:20 PM,Rejected-Finance,L5,13-Aug-2025 01:20 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2802394,sumanta kumar saw,07-Feb-2025 04:48 PM,Rejected-AOC,L2,24-Dec-2025 04:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
