Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTCN","KID-20 Bed Clearance to Disty.no.12D, Tarando Minor, Itipur Minor, Poipat Minor, Girimatha Minor and Nilikana Minor of Pattamundai Canal.","Bed Clearance to Disty.no.12D, Tarando Minor, Itipur Minor, Poipat Minor, Girimatha Minor and Nilikana Minor of Pattamundai Canal.",Please refer Tender documents. ,NA ,"8,90,770",Civil Works - Others,NA ,Tender,90.0,90.0,Kendrapara,754211.0,NA ,NA ,NA ,"S.E, Kendrapara Irrigation Division, Kendrapara",No ,No,"4,000",Nil,Nil,No,19-May-2025 10:00 AM,30-May-2025 11:00 AM,19-May-2025 10:00 AM,29-May-2025 05:00 PM,19-May-2025 10:00 AM ,28-May-2025 05:00 PM ,19-May-2025 10:00 AM,29-May-2025 05:00 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,e-Procurement Notice No.KID-01 of 2025-26,2025_KIRRD_113584_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"S.E, Kendrapara Irrigation Division, Kendrapara","S.E, Kendrapara Irrigation Division, Kendrapara-754211","9,000",Yes,fixed,,Nil,Nil,AOC,Kendrapara Irrigation Division,Internal,"Kendrapara, DAO Kendrapara Division, Kendrapara, Estimator, Kendrapara Irrigation Division, Kendrapara",Umesh Chandra Sethi,05-Jul-2025 09:58 PM,finsummary_540044.pdf (432.58 KB),Kendrapara Irrigation Division,Internal,"Kendrapara, DAO Kendrapara Division, Kendrapara, Estimator, Kendrapara Irrigation Division, Kendrapara",Umesh Chandra Sethi,04-Jul-2025 10:35 PM,techsummary_540044.pdf (313.88 KB),1,2933470,ABHAYA KUMAR DAS,29-May-2025 12:29 PM,Rejected-Finance,Not won in the transparent Lottery,05-Jul-2025 09:58 PM,1.0,2940962.0,SARADA PRASAD SETHI,INR,"757,244",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Kendrapara Irr Div Kendrapara,2025_KIRRD_113584_19,e-Procurement Notice No.KID-01 of 2025-26,"KID-20 Bed Clearance to Disty.no.12D, Tarando Minor, Itipur Minor, Poipat Minor, Girimatha Minor and Nilikana Minor of Pattamundai Canal.",29-Sep-2025,"INR 757,244",90.0,Umesh Chandra Sethi,09-Dec-2025 06:35 PM,WorkOrderKID20of25_26.pdf (494.00 KB),The work has been awarded to Sri SARADA PRASAD SETHI,Finance,47 Nos Bidders Participated,Umesh Chandra Sethi,31-May-2025 03:27 PM,,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,2,2938181,AKSHAYA KUMAR PARIDA,28-May-2025 04:53 PM,Rejected-Finance,Not won in the transparent Lottery,05-Jul-2025 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2940718,AMAR DAS,29-May-2025 03:23 PM,Rejected-Finance,Not won in the transparent Lottery,05-Jul-2025 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2935456,AMIT KUMAR SWAIN,27-May-2025 04:52 PM,Rejected-Finance,Not won in the transparent Lottery,05-Jul-2025 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2932276,AMRIT KUMAR SAHOO,27-May-2025 08:19 PM,Rejected-Finance,Not won in the transparent Lottery,05-Jul-2025 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2935752,ANIL KUMAR MALLICK (S.C),27-May-2025 06:19 PM,Rejected-Finance,Not won in the transparent Lottery,05-Jul-2025 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2940524,ANIL KUMAR THATOI,29-May-2025 02:39 PM,Rejected-Finance,Not won in the transparent Lottery,05-Jul-2025 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2926889,Anirudha Panda,23-May-2025 10:48 AM,Rejected-Finance,Not won in the transparent Lottery,05-Jul-2025 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2930177,BIJAYA KUMAR MALLICK,26-May-2025 02:12 PM,Rejected-Finance,Not won in the transparent Lottery,05-Jul-2025 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2940777,BISWA PRAKASH BEHERA,29-May-2025 03:52 PM,Rejected-Finance,Not won in the transparent Lottery,05-Jul-2025 09:58 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
