EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"24,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"superintending engineer, M.I. Division, Jeypore","CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",MIDJEY04/2025-26,2025_CEMIB_116941_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,16-Aug-2025 10:00 AM,30-Aug-2025 11:00 AM,16-Aug-2025 10:00 AM,29-Aug-2025 05:00 PM,NA ,NA ,16-Aug-2025 10:00 AM,29-Aug-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, LICENSE, AFFIDAVIT and as per DTCN",Improvement to Rampatraput MIP in Borigumma Block of Koraput District under Critical Grant 2025-26,Improvement to Rampatraput MIP in Borigumma Block of Koraput District under Critical Grant 2025-26,Please refer Tender documents. ,NA ,"24,60,049",Civil Works - Water Works,NA ,Tender,90.0,90.0,Borigumma,764056.0,NA ,NA ,NA ,"Superintending Engineer, M.I. Division, Jeypore",No ,No,AOC,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2025_CEMIB_116941_7,MIDJEY04/2025-26,Improvement to Rampatraput MIP in Borigumma Block of Koraput District under Critical Grant 2025-26,Superintending Engineer,Internal,,Nihar Ranjan Behera,04-Dec-2025 03:37 PM,finsummary_549385.pdf (212.45 KB),Finance,On opening the bids total 28 nos. of bids were found to be received online. Hence 28 nos. of bids were found to be valid.,Nihar Ranjan Behera,04-Dec-2025 03:24 PM,finance_549385.pdf,BOQ Comparative Chart,1.0,3048878.0,ANANDA MAHAPATRA,INR,"2,091,288",04-Dec-2025,"INR 2,091,288",90.0,Nihar Ranjan Behera,04-Dec-2025 03:44 PM,Rampatraputaoc.pdf (175.00 KB),Aoc,1,3050446,AJAYA NAYAK,28-Aug-2025 06:39 PM,Rejected-AOC,Reject,04-Dec-2025 03:44 PM,Superintending Engineer,Internal,,Nihar Ranjan Behera,04-Dec-2025 03:29 PM,techsummary_549385.pdf (212.45 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3051615,A KRUSHNA KUMAR DORA,27-Aug-2025 07:07 PM,Rejected-AOC,Reject,04-Dec-2025 03:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3050466,AMIR KUMAR NAYAK,28-Aug-2025 07:54 PM,Rejected-AOC,Reject,04-Dec-2025 03:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3051568,AMIT KUMAR SAHU,28-Aug-2025 07:00 PM,Rejected-AOC,Reject,04-Dec-2025 03:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3048878,ANANDA MAHAPATRA,25-Aug-2025 07:56 PM,Accepted-AOC,Accept,04-Dec-2025 03:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3050691,ANITA MAHAKHUDA,27-Aug-2025 07:39 AM,Rejected-AOC,Reject,04-Dec-2025 03:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3053991,Asok Kumar Bhuyan,29-Aug-2025 11:44 AM,Rejected-AOC,Reject,04-Dec-2025 03:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3045480,BASANTA KUMAR TRIPATHY,23-Aug-2025 01:55 PM,Rejected-AOC,Reject,04-Dec-2025 03:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3054144,BHUBANESWAR KHATI,29-Aug-2025 12:16 PM,Rejected-AOC,Reject,04-Dec-2025 03:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3051232,CHITTA RANJAN SARKAR,27-Aug-2025 01:50 PM,Rejected-AOC,Reject,04-Dec-2025 03:44 PM,,,,,,,AOC
