Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Admitted,Jajati Keshari Gadanayak,17-Dec-2025 11:56 AM,,BOQ Comparative Chart,18-Dec-2025,"INR 1,296,766",60.0,Jajati Keshari Gadanayak,19-Dec-2025 11:57 AM,1364.pdf (151.00 KB),Awarded,CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,2025_CERWI_120310_11,ONLINE-EEBNI-02 of 2025-26,S/R to road from Patamunda-Ganua from 0/000 Km to 4/000 Km in the district of Sundargarh for the year 2025-26,1.0,3221276.0,SAROJINI DUNGDUNG,INR,"1,296,766",1,3219353,AMIT BIKRAM KHUNTIA,12-Nov-2025 09:26 PM,Rejected-Finance,By lottery,17-Dec-2025 12:02 PM,Executive Engineer,Internal,Executive Engineer,Jajati Keshari Gadanayak,17-Dec-2025 11:59 AM,techsummary_559855.pdf (770.31 KB),Executive Engineer,Internal,Executive Engineer,Jajati Keshari Gadanayak,17-Dec-2025 12:02 PM,finsummary_559855.pdf (770.31 KB),AOC,CE RW I||RW-CIRCLE-SUNDARGARH||RW Division Bonai,ONLINE-EEBNI-02 of 2025-26,2025_CERWI_120310_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits, NRC and required documents as DTCN",Executive Engineer,"O/o the Executive Engineer,R.W. Division, Bonai",S/R to road from Patamunda-Ganua from 0/000 Km to 4/000 Km in the district of Sundargarh for the year 2025-26,S/R to road from Patamunda-Ganua from 0/000 Km to 4/000 Km in the district of Sundargarh for the year 2025-26,Please refer Tender documents. ,NA ,"15,25,427",Civil Works - Roads,NA ,Tender,90.0,60.0,Bonai,770038.0,NA ,NA ,NA ,"O/o the Executive Engineer,R.W. Division, Bonai",No ,No,"6,000",0.0,Nil,Nil,No,"15,250",Yes,fixed,,Nil,Nil,30-Oct-2025 10:00 AM,14-Nov-2025 11:00 AM,30-Oct-2025 10:00 AM,13-Nov-2025 05:00 PM,30-Oct-2025 10:00 AM ,12-Nov-2025 05:00 PM ,30-Oct-2025 10:00 AM,13-Nov-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3222060,Manoj Gadhei,13-Nov-2025 04:41 PM,Rejected-Technical,Due to no relation certificate,17-Dec-2025 11:59 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3205420,PRATYUSH KUMAR SWAIN,10-Nov-2025 10:56 AM,Rejected-Finance,By lottery,17-Dec-2025 12:02 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3222089,RB LOGISTICS,13-Nov-2025 04:56 PM,Rejected-Finance,By lottery,17-Dec-2025 12:02 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3221276,SAROJINI DUNGDUNG,13-Nov-2025 01:43 PM,Accepted-AOC,Awarded,19-Dec-2025 11:58 AM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3221922,SUDHANSU SEKHAR SAHOO,13-Nov-2025 04:09 PM,Rejected-Finance,By lottery,17-Dec-2025 12:02 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
