Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"15,000",Yes,fixed,,Nil,Nil,11-Oct-2025 11:00 AM,23-Oct-2025 11:00 AM,11-Oct-2025 11:00 AM,22-Oct-2025 05:00 PM,11-Oct-2025 11:00 AM ,20-Oct-2025 05:00 PM ,11-Oct-2025 11:00 AM,22-Oct-2025 05:00 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,SERWSBD Online 02 2025 26,2025_CERWI_119325_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Repair to bridge over local nallah on Mattamput PWD road to Udapada_Road_Bridge approach repair and SDBC,Protection wall_0/000 to 0/700","Repair to bridge over local nallah on Mattamput PWD road to Udapada_Road_Bridge approach repair and SDBC,Protection wall_0/000 to 0/700",NA ,NA ,"14,94,576",Civil Works - Roads,NA ,Tender,90.0,60.0,Sunabeda,763001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, SUNABEDA",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD, Registration certificate, GST, PAN, Non relation certificate, others as per DTCN",Superintending Engineer,"RURAL WORKS DIVISION, SUNABEDA",AOC,19-Nov-2025,"INR 1,270,539",60.0,Avijit Barik,05-Dec-2025 05:26 PM,matamputbridg.pdf (681.00 KB),1,3134264,ASHOK KUMAR SAHU,21-Oct-2025 11:56 AM,Rejected-AOC,Not qualified,05-Dec-2025 05:26 PM,Superintending Engineer,Internal,,Avijit Barik,10-Nov-2025 05:53 PM,techsummary_555424.pdf (409.48 KB),Superintending Engineer,Internal,,Avijit Barik,10-Nov-2025 05:58 PM,finsummary_555424.pdf (410.98 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,2025_CERWI_119325_1,SERWSBD Online 02 2025 26,"Repair to bridge over local nallah on Mattamput PWD road to Udapada_Road_Bridge approach repair and SDBC,Protection wall_0/000 to 0/700",1.0,3137222.0,RABINDRA PRANIGRAHI,INR,"1,270,539",Finance,Tender opening,Avijit Barik,10-Nov-2025 05:46 PM,finance_555424.pdf,BOQ Comparative Chart,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,AOC,,,,,,,2,3140495,B. Simanchal Choudhury,21-Oct-2025 09:34 PM,Rejected-AOC,Not qualified,05-Dec-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3135121,HARISHCHANDRA KHARA,21-Oct-2025 03:52 PM,Rejected-AOC,Not qualified,05-Dec-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3136517,MANAS KUMAR PANDA,20-Oct-2025 01:47 PM,Rejected-AOC,Not qualified,05-Dec-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3140815,PINTU BISOI,21-Oct-2025 11:40 PM,Rejected-AOC,Not qualified,05-Dec-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3142745,PRATIKRAJ DASH,22-Oct-2025 01:51 PM,Rejected-AOC,Not qualified,05-Dec-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3137222,RABINDRA PRANIGRAHI,21-Oct-2025 11:45 AM,Accepted-AOC,Qualified,05-Dec-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
