S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"Executive Engineer, RW Division-II, Umerkote","O/o the Executive Engineer, Rural Works Division-II, Nabarangpur, Umerkote",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, Valid PAN, GST, CASTE, AFFIDAVIT AND Other Documents as per DTCN","6,000",0.0,Nil,Nil,No,13-Sep-2025 04:00 PM,22-Sep-2025 11:00 AM,13-Sep-2025 04:00 PM,20-Sep-2025 05:00 PM,13-Sep-2025 04:00 PM ,19-Sep-2025 01:00 PM ,13-Sep-2025 04:00 PM,20-Sep-2025 05:00 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender 07 RWD-UKT 2025-26 (11),2025_CERWI_118022_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"19,941",Yes,fixed,,Nil,Nil,Internal Road work and Drain for R W Division Umerkote,Internal Road work and Drain for R W Division Umerkote,NA ,NA ,"19,94,148",Civil Works - Buildings,NA ,Tender,90.0,60.0,Umerkote,764073.0,NA ,NA ,NA ,"EE, RW Division-II, Nabarangpur, Umerkote",No ,No,AOC,10-Dec-2025,"INR 1,695,225",60.0,Gobinda Chandra Tudu,10-Dec-2025 07:33 PM,agmtsl11.pdf (766.00 KB),Agreement Value,1,3082817,AJAYA KUMAR BEHERA,19-Sep-2025 09:15 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,10-Dec-2025 07:02 PM,techsummary_552526.pdf (522.02 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_118022_1,Online Tender 07 RWD-UKT 2025-26 (11),Internal Road work and Drain for R W Division Umerkote,Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,10-Dec-2025 07:15 PM,finsummary_552526.pdf (522.02 KB),Finance,summary,Gobinda Chandra Tudu,10-Dec-2025 06:39 PM,finance_552526.pdf,BOQ Comparative Chart,1.0,3085237.0,GHANASHYAMA BISOYI,INR,"1,695,225",AOC
2.0,ICICI NEFT/RTGS,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3085303,ALEKHA CHANDRA MOHANTY,17-Sep-2025 07:52 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3084259,ANJALI BISWAS,18-Sep-2025 12:00 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3090172,A SAI KUMAR,20-Sep-2025 02:03 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3087807,BIBHUTI BHUSAN BEHERA,19-Sep-2025 10:10 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3084587,BIPANNA NANDI,18-Sep-2025 01:06 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3087267,CHANDRA HARIJAN,18-Sep-2025 10:55 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3090954,DEBANAND NAG,20-Sep-2025 04:57 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3085689,DIGAMBAR MOHANTY,17-Sep-2025 11:48 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3086561,DILIP BISWAS,19-Sep-2025 08:02 AM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
