S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3086654,DINESH BISWAS,18-Sep-2025 10:41 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3085237,GHANASHYAMA BISOYI,17-Sep-2025 07:16 PM,Accepted-AOC,Qualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,3085302,GOURI PRASAD PATRO,18-Sep-2025 06:56 AM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,3085654,HARISHCHANDRA KHARA,19-Sep-2025 09:37 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15,3086671,HATIA ROUT,18-Sep-2025 04:57 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16,3086714,HIMANSHU PRADHAN,18-Sep-2025 06:30 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17,3087664,itishree dhal,19-Sep-2025 11:24 AM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18,3089465,JAGANNATH DHALI,19-Sep-2025 11:52 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19,3089241,JITENDRA KUMAR JENA,19-Sep-2025 08:58 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20,3088717,KUSHA SAHU,19-Sep-2025 06:07 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21,3090388,LADU KISHORE NAYAK,20-Sep-2025 01:45 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22,3086513,LIPA BISWAL,18-Sep-2025 08:50 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23,3087911,MALATI MAHALA,19-Sep-2025 12:42 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24,3089919,MOHAMMAD WASHIQ LATHIYA,20-Sep-2025 12:19 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,25,3085336,NARAYAN PANIGRAHI,17-Sep-2025 08:48 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,26,3090634,NARENDRA NAYAK,20-Sep-2025 03:14 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,27,3084352,PAPU BACHHAR,20-Sep-2025 08:38 AM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,28,3086904,Paritosh Gharami,19-Sep-2025 04:04 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,29,3090838,PRADEEP KUMAR SAMANTRAY,20-Sep-2025 04:24 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,30,3087997,PRAGYASMITA LENKA,19-Sep-2025 03:49 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,31,3089516,PRASANTA KUMAR PARIDA,20-Sep-2025 12:22 AM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,32,3085770,PRATAP KUMAR MALLICK,18-Sep-2025 08:44 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,33,3090603,PRATHAM PRASAD SWAIN,20-Sep-2025 03:14 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,34,3085034,RAJKUMAR SATNAMI,17-Sep-2025 02:04 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,35,3084247,Rameswar Gond,17-Sep-2025 03:46 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,36,3087867,RAM KRISHNA MANDAL,19-Sep-2025 03:40 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,37,3087253,RATAN KUMAR MONDAL,19-Sep-2025 08:37 AM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,38,3088547,SAKTI PRASAD BEHERA,19-Sep-2025 04:33 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,39,3085825,SANTSOH SHARMA,18-Sep-2025 10:18 AM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,40,3084324,SASWAT MAJHI,17-Sep-2025 10:25 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,41,3088766,SATRUGHAN LENKA,19-Sep-2025 10:37 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,42,3086296,SHASHI BHUSAN PRAHARAJ,18-Sep-2025 08:17 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,43,3090614,TAPAN KUMAR PATRA,20-Sep-2025 03:49 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,44,3090656,TUTU MAJUMDAR,20-Sep-2025 03:29 PM,Rejected-AOC,Disqualified in transparent lottery,10-Dec-2025 07:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
