Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,ok,Manas Ranjan Sahoo,30-Dec-2025 02:53 PM,finance_552483.pdf,BOQ Comparative Chart,Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,30-Dec-2025 03:01 PM,techsummary_552483.pdf (407.65 KB),30-Dec-2025,"INR 400,161.66",30.0,Manas Ranjan Sahoo,30-Dec-2025 03:13 PM,worrok.pdf (239.00 KB),due to l1,Municipal Bodies||Vyasanagar Municipality,2025_ORULB_117995_103,2/VNM/2025-26,Construction of drain from Laxman Mishra to Prafulla Rath house in ward no 23,1.0,3099970.0,KUMAR PRIYARANJAN,25-Sep-2025 12:37 PM,Rejected-Finance,due to l2,30-Dec-2025 03:06 PM,Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,30-Dec-2025 03:06 PM,finsummary_552483.pdf (407.65 KB),1.0,3097732.0,RAJENDRA BEHERA,INR,"400,161.66",AOC,Construction of drain from Laxman Mishra to Prafulla Rath house in ward no 23,Construction of drain from Laxman Mishra to Prafulla Rath house in ward no 23,Please refer Tender documents. ,NA ,"4,12,963",Civil Works - Others,NA ,Tender,30.0,30.0,VYASANAGAR MUNICIPALITY,755019.0,NA ,NA ,NA ,EXECUTIVE OFFICER CHAMMBER VYASANAGAR MUNICIPALITY,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Vyasanagar Municipality,2/VNM/2025-26,2025_ORULB_117995_103,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,15-Sep-2025 10:00 AM,03-Oct-2025 11:00 AM,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,NA ,NA ,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,"4,130",Yes,fixed,,Nil,Nil,EXECUTIVE OFFICER,vyasanagar Municipality,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,3097732.0,RAJENDRA BEHERA,23-Sep-2025 08:55 PM,Accepted-AOC,due to l1,30-Dec-2025 03:13 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
