Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-06 of 2025-26.,2025_CERWI_120114_38,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur","6,000",0.0,Nil,Nil,No,29-Oct-2025 05:00 PM,10-Nov-2025 11:00 AM,29-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,29-Oct-2025 05:00 PM ,06-Nov-2025 04:00 PM ,29-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,S/R to MDR-39 to Nandanamal from Ch. 3/000 to 5/000 Km.,Civil S/R Roads works,Please refer Tender documents. ,NA ,"25,21,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,"25,210",Yes,fixed,,Nil,Nil,AOC,Er. Subhrata Meher,Internal,"Er. Subhrata Meher, DAO-I Arjun Mahto, JE (Estimator) Lipun Sa",Subhrata Meher,06-Dec-2025 10:56 AM,finsummary_558589.pdf (329.56 KB),Er. Subhrata Meher,Internal,"Er. Subhrata Meher, DAO-I Arjun Mahto, JE (Estimator) Lipun Sa",Subhrata Meher,06-Dec-2025 10:48 AM,techsummary_558589.pdf (329.56 KB),1.0,3188188.0,Minakshi Mishra,INR,"2,142,813",CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_120114_38,BI No.Tender Online SNPR-06 of 2025-26.,S/R to MDR-39 to Nandanamal from Ch. 3/000 to 5/000 Km.,1,3189286,Asirbad Mishra,07-Nov-2025 02:14 PM,Rejected-AOC,Rejected,06-Dec-2025 11:00 AM,06-Dec-2025,"INR 2,142,813",180.0,Subhrata Meher,06-Dec-2025 11:00 AM,AOC.pdf (479.00 KB),Work awarded in regular lottery system.,Finance,21 nos of Bidders,Subhrata Meher,15-Nov-2025 07:59 PM,,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity (BOQ),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3187183,DEBABRATA BRAHMA,06-Nov-2025 11:04 PM,Rejected-AOC,Rejected,06-Dec-2025 11:00 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3183554,MD NOAMAN RAZA KHAN,06-Nov-2025 05:39 PM,Rejected-AOC,Rejected,06-Dec-2025 11:00 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3188188,Minakshi Mishra,07-Nov-2025 01:00 AM,Accepted-AOC,Work awarded in regular lottery system.,06-Dec-2025 11:00 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3184055,MOHAMMAD TAHIR KHAN,05-Nov-2025 03:52 PM,Rejected-AOC,Rejected,06-Dec-2025 11:00 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3189266,MOHAMMAD TAYYAB KHAN,06-Nov-2025 06:07 PM,Rejected-AOC,Rejected,06-Dec-2025 11:00 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3194412,MONALISHA SAHU,07-Nov-2025 04:15 PM,Rejected-AOC,Rejected,06-Dec-2025 11:00 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3171015,Namita Mishra,03-Nov-2025 02:02 PM,Rejected-AOC,Rejected,06-Dec-2025 11:00 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3185081,NIRUPAMA DASH,05-Nov-2025 05:12 PM,Rejected-AOC,Rejected,06-Dec-2025 11:00 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3190735,Purandar Sahu,06-Nov-2025 07:11 PM,Rejected-AOC,Rejected,06-Dec-2025 11:00 AM,,,,,,,,,,,,,,AOC
