Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Finance,Financial bid documents of 162 nos. of bidders have been downloaded successfully.,Sarat Chandra Ghadei,03-Nov-2025 09:34 PM,,BOQ Comparative Chart,"Additional Chief Engineer, Eastern Circle II, Chandikhole",Internal,"SE and DAO, Akhuapada Irrigation Division SE, Jaraka Irrigation Division Asst to ACE, Eastern Circle II, Chandikhole",PRANAB KUMAR NAYAK,03-Nov-2025 03:43 PM,03-Nov-2025 04:00 PM,techsummary_547629.pdf (2044.31 KB),25-Dec-2025,"INR 20,878,823.21",180.0,Purna Chandra Sa,25-Dec-2025 02:35 PM,AKPD25.pdf (104.00 KB),Contract Awarded,1,3029790,ABINASH BOSE,10-Aug-2025 10:10 PM,Rejected-Finance,Did not won the lottery,25-Dec-2025 02:26 PM,1.0,3025551.0,MANOJ KUMAR PARIHARI,INR,"20,878,823.21","Additional CE, Eastern Circle II, Chandikhole",Internal,"SE and DAO, Akhuapada Irrigation Division, Akhuapada",Purna Chandra Sa,25-Dec-2025 02:26 PM,finsummary_547629.pdf (103.79 KB),Technical,Uploaded tender documents of all the participated bidders have been downloaded successfully.,Sarat Chandra Ghadei,14-Aug-2025 03:38 PM,,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,2025_ECCHA_116176_9,"e-Procurement Notice No.ACE, EC-II 05 of 2025-26","ACE, EC-II AKPD 25 OF 2025-26 Lining to Solampur Minor of HLC Range-III (From RD 0.00 to 1100m.).",AOC,1.0,ICICI BANK,28-Jul-2025 10:00 AM,12-Aug-2025 11:30 AM,28-Jul-2025 10:00 AM,11-Aug-2025 05:00 PM,28-Jul-2025 10:00 AM ,04-Aug-2025 05:00 PM ,28-Jul-2025 10:00 AM,11-Aug-2025 05:00 PM,03-Nov-2025 04:00 PM,"10,000",Nil,Nil,No,"ACE, EC-II AKPD 25 OF 2025-26 Lining to Solampur Minor of HLC Range-III (From RD 0.00 to 1100m.).",Canal lining,Please refer Tender documents. ,NA ,"2,45,60,432",Civil Works - Canal,NA ,Tender,90.0,180.0,Akhuapada,756122.0,NA ,NA ,NA ,"O/o ACE, Eastern Circle II, Chandikhole",No ,No,"2,45,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,"e-Procurement Notice No.ACE, EC-II 05 of 2025-26",2025_ECCHA_116176_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Additional Chief Engineer,"O/o ACE, Eastern Circle II, Chandikhole",AOC
,,,,,,,,,,,,,,,,,,,,2,3026096,ADARSHA PATTANAYAK,06-Aug-2025 06:20 PM,Rejected-Finance,Did not won the lottery,25-Dec-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, No Relation Certificate, undertakings, any other document as per SBD/DTCN",,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3028380,Ajaya Kumar Lenka,08-Aug-2025 04:38 PM,Rejected-Finance,Did not won the lottery,25-Dec-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3029001,AJAYA KUMAR MISHRA,08-Aug-2025 06:39 PM,Rejected-Finance,Did not won the lottery,25-Dec-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3026776,AJAY PRATAP SINGH,07-Aug-2025 12:02 PM,Rejected-Finance,Did not won the lottery,25-Dec-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3026311,AMIT BARAN DAS,06-Aug-2025 09:27 PM,Rejected-Finance,Did not won the lottery,25-Dec-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3030171,AMIT DAS,10-Aug-2025 08:25 PM,Rejected-Finance,Did not won the lottery,25-Dec-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3021992,AMRITA DAS,07-Aug-2025 02:31 PM,Rejected-Finance,Did not won the lottery,25-Dec-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3022016,ANANTA PRASAD MALIK,08-Aug-2025 10:09 PM,Rejected-Finance,Did not won the lottery,25-Dec-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3031547,Ankit Abhishek Nayak,11-Aug-2025 03:12 PM,Rejected-Finance,Did not won the lottery,25-Dec-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
