EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"10,080",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,07Online)/RWD/BPD/2025-26,2025_CERWI_120269_52,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,S/R to Bridge over river Jambhira on Kendudiha Bhairangi Ektali road,S/R to Bridge over river Jambhira on Kendudiha Bhairangi Ektali road,Please refer Tender documents. ,NA ,"10,08,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,30-Oct-2025 06:00 PM,06-Nov-2025 05:30 PM,30-Oct-2025 06:00 PM,06-Nov-2025 05:00 PM,30-Oct-2025 06:00 PM ,06-Nov-2025 03:00 PM ,30-Oct-2025 06:00 PM,06-Nov-2025 05:00 PM,1.0,ICICI BANK,AOC,R.Pradhan,Internal,,Rajesh Pradhan,26-Dec-2025 02:03 PM,finsummary_559595.pdf (194.94 KB),R.Pradhan,Internal,,Rajesh Pradhan,26-Dec-2025 01:59 PM,techsummary_559595.pdf (194.94 KB),26-Dec-2025,"INR 857,128",30.0,Rajesh Pradhan,26-Dec-2025 02:07 PM,99.pdf (476.00 KB),1.0,3187949.0,BHIKARI DALAEI,INR,"857,128",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120269_52,07Online)/RWD/BPD/2025-26,S/R to Bridge over river Jambhira on Kendudiha Bhairangi Ektali road,1,3174256,ABHILASH BHUYAN,02-Nov-2025 02:34 PM,Rejected-AOC,unsuccessful tenderer.,26-Dec-2025 02:08 PM,Finance,..,Rajesh Pradhan,26-Dec-2025 01:55 PM,finance_559595.pdf,BOQ Comparative Chart,AOC
,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3185936,AJAY KUMAR GIRI,06-Nov-2025 04:23 PM,Rejected-AOC,unsuccessful tenderer.,26-Dec-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3187949,BHIKARI DALAEI,06-Nov-2025 01:06 PM,Accepted-AOC,Lottery winner,26-Dec-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3179947,BIJAN KUMAR NAYAK,06-Nov-2025 07:20 AM,Rejected-AOC,unsuccessful tenderer.,26-Dec-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3184722,CHANDAN KUMAR RAM,05-Nov-2025 07:02 PM,Rejected-AOC,unsuccessful tenderer.,26-Dec-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3181859,HITESH KUMAR JENA,06-Nov-2025 11:38 AM,Rejected-AOC,unsuccessful tenderer.,26-Dec-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3181784,JNANA RANJAN BEHERA,05-Nov-2025 09:33 PM,Rejected-AOC,unsuccessful tenderer.,26-Dec-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3174423,KAILASH NAYAK,02-Nov-2025 02:54 PM,Rejected-AOC,unsuccessful tenderer.,26-Dec-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3188033,MADHURI BHOL,06-Nov-2025 12:49 PM,Rejected-AOC,unsuccessful tenderer.,26-Dec-2025 02:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3184881,MANORANJAN UPADHAYAYA,06-Nov-2025 10:55 AM,Rejected-AOC,unsuccessful tenderer.,26-Dec-2025 02:08 PM,,,,,,,AOC
