EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"4,250",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, EMD, GST, Paper Cost and other documents as per DTCN","Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","Construction of road from C2L2 57 to C2L2 62, Chhend, Ward No. 14 under RMC, Rourkela",Works,Please refer Tender documents. ,NA ,"4,25,000",Civil Works - Others,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,Rourkela Municipal Corporation,MC/RMC/33/2025,2025_RMC_117214_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,1.0,ICICI BANK,22-Aug-2025 06:00 PM,08-Sep-2025 11:00 AM,22-Aug-2025 06:00 PM,06-Sep-2025 05:00 PM,NA ,NA ,22-Aug-2025 06:00 PM,06-Sep-2025 05:00 PM,AOC,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,04-Nov-2025 01:46 PM,techsummary_550250.pdf (5017.75 KB),1.0,3065700.0,RABINDRA KUMAR JENA,INR,"361,572.32",Rourkela Municipal Corporation,2025_RMC_117214_14,MC/RMC/33/2025,"Construction of road from C2L2 57 to C2L2 62, Chhend, Ward No. 14 under RMC, Rourkela",1,3060027,ARADHYA CONSTRUCTION,01-Sep-2025 07:31 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,12-Dec-2025 12:29 PM,finsummary_550250.pdf (5017.74 KB),Finance,EMD refund,Birendra Nanda,04-Nov-2025 12:44 PM,finance_550250.pdf,BOQ Comparative Chart,12-Dec-2025,"INR 361,572.32",30.0,Manas Biswal,12-Dec-2025 01:04 PM,BID33.pdf (5018.00 KB),Awarded to Rabindra Kumar Jena,AOC
,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,3055293,ARATI TRIPATHY,29-Aug-2025 05:58 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,3054135,BRAJA MOHAN BEURA,29-Aug-2025 12:11 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,3064452,CHIDA ORAM,05-Sep-2025 02:39 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,3064446,MS KANHA CONSTRUCTION,05-Sep-2025 02:34 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,3065733,MS S R CONSTRUCTION,06-Sep-2025 01:41 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,3065700,RABINDRA KUMAR JENA,06-Sep-2025 01:28 PM,Accepted-AOC,By The Tender Committee,12-Dec-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,3065188,RAJENDRA KUMAR RAY,06-Sep-2025 12:44 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,3053847,SASMITA SAMAL,06-Sep-2025 03:56 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,3065913,SASMITA SWAIN,06-Sep-2025 03:18 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,11,3060760,SHIVAM TRADERS,02-Sep-2025 11:43 AM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,12,3065970,SHIVANSH ENTERPRISES,06-Sep-2025 03:46 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,13,3065661,SUSHIL KUMAR SINGH,06-Sep-2025 01:15 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,AOC
