Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Municipal Bodies||Barbil Municipality,BBLM-5/2025-26,2025_ORULB_119252_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"19,930",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,"Construction of road from Belkundi School to culvert, Belkundi-Kara road, Ward No.2, Barbil","Construction of road from Belkundi School to culvert, Belkundi-Kara road, Ward No.2, Barbil",Please refer Tender documents. ,NA ,"19,93,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality,No ,No,16-Oct-2025 10:00 AM,07-Nov-2025 11:00 AM,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,24-Nov-2025 10:20 AM,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,"6,000",0.0,Nil,Nil,No,1.0,Extension of opening date,Date,,1,Fee/PreQual/Technical,.pdf,DTCN,AOC,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,20-Dec-2025 04:51 PM,finsummary_555361.pdf (114.04 KB),Technical,open,Ramesh Chandra Nayak,07-Nov-2025 04:36 PM,technical_555361.pdf,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,24-Nov-2025 10:13 AM,24-Nov-2025 10:20 AM,techsummary_555361.pdf (4230.28 KB),Finance,open,Ramesh Chandra Nayak,24-Nov-2025 10:58 AM,finance_555361.pdf,BOQ Comparative Chart,1,3181274,UMESHCHANDRA MUNDA,04-Nov-2025 09:00 PM,Rejected-Finance,Second,20-Dec-2025 04:51 PM,1.0,3168914.0,Upendra Roul,INR,"1,852,892",Municipal Bodies||Barbil Municipality,2025_ORULB_119252_16,BBLM-5/2025-26,"Construction of road from Belkundi School to culvert, Belkundi-Kara road, Ward No.2, Barbil",20-Dec-2025,"INR 1,852,892",90.0,Ramesh Chandra Nayak,20-Dec-2025 04:54 PM,WO16.pdf (109.00 KB),Contact value including GST,AOC
,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3168914,Upendra Roul,30-Oct-2025 10:52 PM,Accepted-AOC,Lowest,20-Dec-2025 04:54 PM,,,,,,,,,,,,,,,,,AOC
