Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,boq comparison chart,Kshirabdhitanaya Sahoo,15-Dec-2025 11:40 AM,finance_547497.pdf,BOQ Comparative Chart,1.0,3028765.0,AMIT PATTNAIK,INR,"1,884,790.5",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||KHORDHA Block,2025_PRKHO_116131_1,011/ PSKGPLF/2025,Construction of Office Building with Market complex for Gram Panchayat Level Federation (GPLF) atTangiapada under Khordha Block in the District of Khordha,BDO,Internal,"BDO,ABDO,AEE,BFO",Kshirabdhitanaya Sahoo,15-Dec-2025 01:27 PM,finsummary_547497.pdf (120.43 KB),BDO,Internal,"BDO,ABDO,AEE,BFO",Kshirabdhitanaya Sahoo,15-Dec-2025 01:23 PM,techsummary_547497.pdf (120.43 KB),1,3028765,AMIT PATTNAIK,12-Aug-2025 03:15 PM,Accepted-AOC,won,15-Dec-2025 01:34 PM,15-Dec-2025,"INR 1,884,790.5",120.0,Kshirabdhitanaya Sahoo,15-Dec-2025 01:34 PM,tendertangiapada.pdf (1024.00 KB),AOC,29-Jul-2025 11:00 AM,14-Aug-2025 10:00 AM,29-Jul-2025 11:00 AM,12-Aug-2025 05:00 PM,NA ,NA ,29-Jul-2025 11:00 AM,12-Aug-2025 05:00 PM,"6,000",Nil,Nil,No,1.0,Extend the BID Date,Date,,BDO KHORDHA,PANCHAYAT SAMITI KHORDHA,Construction of Office Building with Market complex for Gram Panchayat Level Federation (GPLF) atTangiapada under Khordha Block in the District of Khordha,Construction of Office Building with Market complex for Gram Panchayat Level Federation (GPLF) atTangiapada under Khordha Block in the District of Khordha,Please refer Tender documents. ,NA ,"22,17,140",Civil Works - Buildings,NA ,Tender,120.0,NA ,TANGIAPADA,752057.0,NA ,NA ,NA ,PANCHAYAT SAMITI KHORDHA,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||KHORDHA Block,011/ PSKGPLF/2025,2025_PRKHO_116131_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"22,171",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3028201,KAILASH CHANDRA PATTANAIK,08-Aug-2025 12:31 PM,Rejected-AOC,lost,15-Dec-2025 01:34 PM,,,,,,,AOC,,,,,,,,,,,,,2.0,BID SECURITY FEE,Fee,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3027822,PRAKASH KUMAR RANASINGHA,07-Aug-2025 10:29 PM,Rejected-AOC,lost,15-Dec-2025 01:34 PM,,,,,,,AOC,,,,,,,,,,,,,3.0,GP NAME Correction,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3028706,PRASANNA KUMAR RANA,08-Aug-2025 03:49 PM,Rejected-Technical,schedule rate,15-Dec-2025 01:23 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3033662,SATYANARAYAN RAM,12-Aug-2025 04:57 PM,Rejected-Technical,0.1 less,15-Dec-2025 01:23 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3027443,SUSHIL KUMAR DAS,07-Aug-2025 04:52 PM,Rejected-AOC,lost,15-Dec-2025 01:34 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
