S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3198905.0,MOHAN KUMAR AGRAWAL,INR,"5,671,029",Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimators",Debarsi Naik,20-Nov-2025 07:47 PM,finsummary_560344.pdf (399.38 KB),Technical,bid opened,Debarsi Naik,18-Nov-2025 05:43 PM,technical_560344.pdf,CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,2025_CERWI_120405_1,online Tender 04 RWD Kuchinda 2025 26,S/R to Road from Lapada to Kinabaga such as laying of SDBC from Ch-0/000 to 4/924 KM in the District of Sambalpur for the year 2025-26.,Finance,Financial bid Open,Debarsi Naik,20-Nov-2025 07:37 PM,finance_560344.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,Divisional Accounts Officer JE Estimators,Debarsi Naik,18-Nov-2025 05:46 PM,19-Nov-2025 11:00 AM,techsummary_560344.pdf (177.67 KB),11-Dec-2025,"INR 5,671,029",60.0,Debarsi Naik,15-Dec-2025 12:17 PM,8741.pdf (487.00 KB),AOC,1,3191883,MAHESH AGRAWAL,10-Nov-2025 10:38 AM,Rejected-AOC,Rejected,15-Dec-2025 12:18 PM,AOC,Superintending Engineer,"RURAL WORKS DIVISION, KUCHINDA",01-Nov-2025 11:00 AM,11-Nov-2025 11:00 AM,01-Nov-2025 11:00 AM,10-Nov-2025 05:00 PM,01-Nov-2025 11:00 AM ,07-Nov-2025 05:00 PM ,01-Nov-2025 11:00 AM,10-Nov-2025 05:00 PM,19-Nov-2025 11:00 AM,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, Affidavit, PAN, RC, Licence, etc. as per DTCN",S/R to Road from Lapada to Kinabaga such as laying of SDBC from Ch-0/000 to 4/924 KM in the District of Sambalpur for the year 2025-26.,S/R to Road from Lapada to Kinabaga such as laying of SDBC from Ch-0/000 to 4/924 KM in the District of Sambalpur for the year 2025-26.,NA ,NA ,"66,71,014",Civil Works - Roads,NA ,Tender,90.0,60.0,Kuchinda,768222.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KUCHINDA",No ,No,CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,online Tender 04 RWD Kuchinda 2025 26,2025_CERWI_120405_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"66,710",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3198905,MOHAN KUMAR AGRAWAL,10-Nov-2025 11:36 AM,Accepted-AOC,Accepted through transparent lottery,15-Dec-2025 12:18 PM,AOC,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
