S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,11-Sep-2025 03:30 PM,26-Sep-2025 12:30 PM,11-Sep-2025 03:30 PM,25-Sep-2025 05:00 PM,11-Sep-2025 03:30 PM ,17-Sep-2025 03:00 PM ,11-Sep-2025 03:30 PM,25-Sep-2025 05:00 PM,23-Oct-2025 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,"GST, PAN, RC, Proof regarding payment of online tender paper cost and EMD",Construction of Modern Jetty Terminal at Satapada in Puri District.,CIVIL CONSTRUCTION WORKS,PLEASE REFER TENDER DOCUMENTS ,NA ,"2,40,66,420",Civil Works - Others,NA ,Tender,90.0,270.0,SATAPADA IN PURI DISTRICT,752011.0,NA ,NA ,NA ,"DIRECTORATE OF PORTS AND INLAND WATER TRANSPORT, G",No ,No,"2,41,000",Yes,fixed,,Nil,Nil,"DIRECTOR, PORTS AND IWT, ODISHA, BHUBANESWAR","DIRECTORATE OF PORTS AND INLAND WATER TRANSPORT, GROUND FLOOR, ZONE-A, FORTUNE TOWERS, CHANDRASEKHARPUR, BHUBANESWAR-751023",Directorate of Ports and IWT||Directorate of Ports and IWT,DPIWT-15/2025-26,2025_PIWT_117907_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Finance,FOUR (04) NOS. BOQ DOWNLOADED.,SRADHANJALI SAHOO,24-Oct-2025 05:11 PM,finance_552121.pdf,BOQ Comparative Chart,Technical,SIX (06) NOS. BID DOCUMENT DOWNLOADED.,SRADHANJALI SAHOO,26-Sep-2025 05:28 PM,technical_552121.pdf,1,3100419,ASISH KUMAR MOHANTY,25-Sep-2025 04:03 PM,Rejected-Finance,DUE TO SELECTION OF S D BEHERA AS L1 BIDDER THROUGH TRANSPARENT LOTTERY PROCESS.,29-Nov-2025 01:07 PM,02-Dec-2025,"INR 21,662,184.27",270.0,SRADHANJALI SAHOO,02-Dec-2025 12:16 PM,AOC.pdf (591.00 KB),The actual date of AOC is 25.11.2025. But due to some unavoidable circumstances the same has not been uploaded in time.,P L ROUL,Internal,"B N MANSINGH, S K MOHAPATRA, S SAHOO, V DIWEDI",SRADHANJALI SAHOO,29-Nov-2025 01:07 PM,finsummary_552121.pdf (706.63 KB),P L ROUL,Internal,"B N MANSINGH, S K MOHAPATRA, S SAHOO, V DIWEDI",SRADHANJALI SAHOO,22-Oct-2025 03:38 PM,23-Oct-2025 04:00 PM,techsummary_552121.pdf (622.59 KB),Directorate of Ports and IWT||Directorate of Ports and IWT,2025_PIWT_117907_1,DPIWT-15/2025-26,Construction of Modern Jetty Terminal at Satapada in Puri District.,1.0,3098544.0,SMRUTI DHAR BEHERA,INR,"21,662,184.27",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,"Affidavit, Machinery Details and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,3100351,AZIZUR REHAMAN,25-Sep-2025 04:57 PM,Rejected-Technical,DUE TO NON FULFILMENT OF ELEGIBILITY CRITERIA,22-Oct-2025 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,3098544,SMRUTI DHAR BEHERA,24-Sep-2025 01:49 PM,Accepted-AOC,OK,02-Dec-2025 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,3099988,SOUMIT PANDA,25-Sep-2025 01:11 PM,Rejected-Technical,DUE TO NON-FULFILLMENT OF ELIGIBILITY CRITERIA,22-Oct-2025 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,3097771,SUJIT KUMAR SAHOO,23-Sep-2025 09:48 PM,Rejected-Finance,DUE TO SELECTION OF S D BEHERA AS L1 BIDDER THROUGH TRANSPARENT LOTTERY PROCESS.,29-Nov-2025 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,3099511,TAPAS KUMAR BEHURA,24-Sep-2025 11:07 PM,Rejected-Finance,DUE TO SELECTION OF S D BEHERA AS L1 BIDDER THROUGH TRANSPARENT LOTTERY PROCESS.,29-Nov-2025 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
