Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
11-Dec-2025,"INR 1,272,034.75",90.0,Santosh Kumar Behera,12-Dec-2025 08:13 AM,WO0320252611.pdf (1381.00 KB),After approval of the tender Committee contractor SRI DEEPAK KUMAR NAG is awarded the work.,1.0,2978799.0,Deepak Kumar Nag,INR,"1,272,034.75",Municipal Bodies||Balangir Municipality,2025_ORULB_114428_11,BLGRMPTY/03(01-19)/2025-26,"Const. of Drain with cover slab from Talpali Bandh Adi,W.No.3",1,2978799,Deepak Kumar Nag,25-Jun-2025 02:02 PM,Accepted-AOC,L1,12-Dec-2025 08:13 AM,Finance,2 Nos. of bidders have participated,Rojalisa Rout,03-Jul-2025 12:53 PM,,BOQ Comparative Chart,"SMT. LIKA SAHU,CHAIRPERSON,BALANGIR MUNICIPALITY",Internal,"Chairperson , Executive Officer, Municipal Engineer,Asst. Engineer, Junior Engineer, Balangir Municipality",Santosh Kumar Behera,05-Dec-2025 07:30 AM,finsummary_543109.pdf (193.53 KB),"SMT LIKA SAHU,CHAIRPERSON",Internal,"Chairperson,Executive Officer,Municipal Engineer,Junior Engineer,Balangir Municipality",Sanjay Kumar Mohanty,04-Nov-2025 06:35 PM,techsummary_543109.pdf (444.80 KB),AOC,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir",1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"6,000",0.0,Nil,Nil,No,"Const. of Drain with cover slab from Talpali Bandh Adi,W.No.3",Drain with Cover Slab work,Please refer Tender Documents  ,NA ,"12,73,308",Civil Works - Others,NA ,Tender,180.0,90.0,Balangir Municipality,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,16-Jun-2025 11:30 AM,30-Jun-2025 11:00 AM,16-Jun-2025 11:30 AM,26-Jun-2025 05:00 PM,NA ,NA ,16-Jun-2025 11:30 AM,26-Jun-2025 05:00 PM,Municipal Bodies||Balangir Municipality,BLGRMPTY/03(01-19)/2025-26,2025_ORULB_114428_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"12,733",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,2979537,Dharam Nag,25-Jun-2025 11:19 AM,Rejected-Finance,other then L1 Bidder,05-Dec-2025 07:30 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,AOC
