EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"9,295",Yes,percentage,1.0%,Nil,Nil,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",S/R to NH road to Bijipur road such as CC overlaying for the year 2025-26,S/R to NH road to Bijipur road such as CC overlaying for the year 2025-26,NA ,NA ,"9,29,465",Civil Works - Roads,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,01-Nov-2025 12:00 PM,12-Nov-2025 11:00 AM,01-Nov-2025 12:00 PM,11-Nov-2025 05:30 PM,01-Nov-2025 12:00 PM ,11-Nov-2025 05:30 PM ,01-Nov-2025 12:00 PM,11-Nov-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH42526,2025_CERWI_120534_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,24-Dec-2025,"INR 790,139",60.0,Chittaranjan Mishra,24-Dec-2025 07:10 PM,6659.pdf (620.00 KB),55P1 OF 2025-26,1,3190482,AMJAD KHAN,07-Nov-2025 10:38 AM,Rejected-AOC,L1,24-Dec-2025 07:10 PM,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,02-Dec-2025 01:14 PM,techsummary_560799.pdf (2828.79 KB),EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,24-Dec-2025 07:06 PM,finsummary_560799.pdf (2828.85 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_120534_1,TENDERONLINEDNAYAGARH42526,S/R to NH road to Bijipur road such as CC overlaying for the year 2025-26,1.0,3199947.0,BASANTI SWAIN,INR,"790,139",Finance,Technical Evaluation committee,Sasmita Munduri,02-Dec-2025 12:59 PM,finance_560799.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,AOC,,,,,,,,2,3187799,ASHOK KUMAR ROUT,06-Nov-2025 05:03 PM,Rejected-AOC,L1,24-Dec-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3199947,BASANTI SWAIN,08-Nov-2025 11:40 PM,Accepted-AOC,AOC,24-Dec-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3193544,BASANT KUMAR SAMANTARAY,09-Nov-2025 11:03 AM,Rejected-AOC,L1,24-Dec-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3186775,BHAGIRATHI PRADHAN,07-Nov-2025 04:33 PM,Rejected-AOC,L1,24-Dec-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3174168,Bidyadhar Barad,02-Nov-2025 01:19 PM,Rejected-AOC,L1,24-Dec-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3197097,BIKASH PRADHAN,08-Nov-2025 08:27 PM,Rejected-AOC,L1,24-Dec-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3179939,CHANDRAKANT MOHANTY,06-Nov-2025 09:46 PM,Rejected-AOC,L1,24-Dec-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3188714,DASARATHI PRADHAN,10-Nov-2025 09:32 PM,Rejected-AOC,L1,24-Dec-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3210572,DEBASIS PAIKERA,11-Nov-2025 12:10 AM,Rejected-AOC,L1,24-Dec-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
