Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD,RC,PAN,GSTN,Affidavit and Other Documents as per DTCN","6,000",0.0,Nil,Nil,No,"18,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Dismantling of H.L.Bridge over Kusi Nallah At Beleswar at Jajpur-Sathipur PWD road to Panasa G.P. road in the Dist. Of Jajpur.,Dismantling of H.L.Bridge over Kusi Nallah At Beleswar at Jajpur-Sathipur PWD road to Panasa G.P. road in the Dist. Of Jajpur.,Please refer Tender documents. ,NA ,"18,27,057",Civil Works - Buildings,NA ,Tender,90.0,30.0,JAJPUR,755007.0,NA ,NA ,NA ,"O/o The S.E, R.W.Division,Jajpur",No ,No,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,Tender Online 09 JJPT of 2025-26,2025_CERWI_121375_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,15-Nov-2025 06:45 PM,24-Nov-2025 11:00 AM,15-Nov-2025 06:45 PM,21-Nov-2025 05:00 PM,15-Nov-2025 06:45 PM ,20-Nov-2025 05:00 PM ,15-Nov-2025 06:45 PM,21-Nov-2025 05:00 PM,"Superintending Engineer,","Rural Works Division,Jajpur",AOC,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,2025_CERWI_121375_7,Tender Online 09 JJPT of 2025-26,Dismantling of H.L.Bridge over Kusi Nallah At Beleswar at Jajpur-Sathipur PWD road to Panasa G.P. road in the Dist. Of Jajpur.,SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Abinash Barick,25-Dec-2025 10:22 AM,finsummary_564717.pdf (451.57 KB),Finance,15 Nos Bidders Participated,Truptimayee Pradhan,27-Nov-2025 01:09 PM,,BOQ Comparative Chart,1.0,3242731.0,PADMINI SAHOO,INR,"1,553,181.079",1,3241002,ASHISH KUMAR BEHURIA,20-Nov-2025 12:35 PM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,25-Dec-2025,"INR 1,553,181.079",30.0,Abinash Barick,25-Dec-2025 05:52 PM,09.pdf (452.00 KB),AWARD OF CONTRACT,SUPERINTENDING ENGINEER,Internal,"DAO, ESTIMATOR",Abinash Barick,25-Dec-2025 10:15 AM,techsummary_564717.pdf (451.57 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3244712,DHARMENDRA KUMAR PARIDA,21-Nov-2025 04:16 PM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3242707,LAXMIDHAR SAHOO,21-Nov-2025 11:12 AM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3239891,M/S KRUSHNA CHANDRA BEHERA,19-Nov-2025 11:13 PM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3244647,M/S REALITY AGENCY,21-Nov-2025 04:13 PM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3242731,PADMINI SAHOO,20-Nov-2025 08:19 PM,Accepted-AOC,Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3242642,RAJENDRA KUMAR MISHRA,20-Nov-2025 07:12 PM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3243160,RAMA CHANDRA NAYAK,21-Nov-2025 01:00 PM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3244640,RUPALI NAYAK,21-Nov-2025 03:54 PM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3244377,SANJEEB JENA,21-Nov-2025 02:32 PM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3244398,SAROJINI NAYAK,21-Nov-2025 02:35 PM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3242816,SHANTI SAHOO,21-Nov-2025 11:15 AM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3243844,SREYANSI CONSTRUCTION,21-Nov-2025 12:34 PM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3242710,SUKDEB SAHOO,20-Nov-2025 08:31 PM,Rejected-AOC,Not Qualify,25-Dec-2025 05:52 PM,,,,,,,,,,,,,,AOC
