Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
25-Dec-2025,"INR 4,328,623",180.0,SURJYA NARAYANA PANIGRAHI,25-Dec-2025 01:10 PM,Dharakot.pdf (432.00 KB),AOC,1,3128135,AJIT KUMAR BEHERA,14-Oct-2025 07:54 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_118680_10,BID IDENTIFICATION No-07/2025-26,Construction of Dharakot Check Dam near village Dharakot of Dharakot GP in Kotagada Block of Kandhamal district.,1.0,3129432.0,ANIL KUMAR PRADHAN,INR,"4,328,623",Finance,Bid opening summary,SURJYA NARAYANA PANIGRAHI,24-Dec-2025 10:47 PM,finance_554137.pdf,BOQ Comparative Chart,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,24-Oct-2025 06:30 PM,24-Oct-2025 06:55 PM,techsummary_554137.pdf (1050.43 KB),Technical,Bid opening summary,PRANATI PATANAIK,24-Oct-2025 05:33 PM,technical_554137.pdf,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,25-Dec-2025 01:05 PM,finsummary_554137.pdf (1050.43 KB),AOC,"51,000",Yes,fixed,,Nil,Nil,Construction of Dharakot Check Dam near village Dharakot of Dharakot GP in Kotagada Block of Kandhamal district.,Construction of Dharakot Check Dam near village Dharakot of Dharakot GP in Kotagada Block of Kandhamal district.,Please refer Tender documents. ,NA ,"50,92,000",Civil Works - Others,CHECK DAM ,Tender,90.0,180.0,Phulbani,762001.0,NA ,NA ,NA ,O/o the S.E. MI Divn. Kandhamal,No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,26-Sep-2025 10:00 AM,16-Oct-2025 11:00 AM,26-Sep-2025 10:00 AM,15-Oct-2025 05:30 PM,NA ,NA ,26-Sep-2025 10:00 AM,15-Oct-2025 05:30 PM,24-Oct-2025 06:55 PM,S.E. MI Divn. Kandhamal,"office of the S.E. MI Divn. Kandhamal, Phulbani","CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",BID IDENTIFICATION No-07/2025-26,2025_CEMIB_118680_10,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Valid CDMS,GST,PAN, Reg certificate,No relation, Affidavits other documents as perDTCN",AOC
,,,,,,,2,3116916,AJIT MALLICK,11-Oct-2025 01:40 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,AOC
,,,,,,,3,3129432,ANIL KUMAR PRADHAN,15-Oct-2025 02:25 PM,Accepted-AOC,Awarded through Lottery,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3127104,"ARATI CONSTRUCTION, Prop. ARATI SABAT",14-Oct-2025 07:56 AM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3129265,DEBASIS GOUDA,15-Oct-2025 02:51 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3120948,DEBASISH MOHANTY,14-Oct-2025 08:43 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3129284,JAYABARDHAN PATRA,15-Oct-2025 01:41 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3128982,KAILASH CHANDRA BISOYI,15-Oct-2025 12:10 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3128639,Kartikeswar Sahu,15-Oct-2025 10:00 AM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3115228,KOLA LAXMANN RAO,07-Oct-2025 10:47 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,11,3129036,RAMA KRUSHNA PATTNAYAK,15-Oct-2025 12:24 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,12,3129705,SANGRAM KISHORE PANI,15-Oct-2025 04:31 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,13,3129186,Santosh Kumar Panda,15-Oct-2025 01:51 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,14,3126253,SNEHASISH NAYAK,15-Oct-2025 12:43 AM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,15,3124432,SUMANTA KUMAR MALLICK,15-Oct-2025 02:15 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,16,3125720,SURAJ KUMAR SAHU,13-Oct-2025 02:27 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,17,3127871,SUSANTA KUMAR PADHIARY,14-Oct-2025 04:17 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,18,3126778,SWATIPARNA RATH,13-Oct-2025 10:52 PM,Rejected-AOC,Not qualified,25-Dec-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
