Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
SUPERINTENDING ENGINEER,"O/o Superintending Engineer,M.I.Division, Gajapati",1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of Valid RC GSTN PAN affidavit and other document as per DTCN,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",MIDGJP-04/2025-26,2025_CEMIB_120663_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,03-Nov-2025 10:30 AM,13-Nov-2025 11:00 AM,03-Nov-2025 10:30 AM,12-Nov-2025 05:00 PM,03-Nov-2025 10:30 AM ,12-Nov-2025 05:00 PM ,03-Nov-2025 10:30 AM,12-Nov-2025 05:00 PM,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"8,500",Yes,fixed,,Nil,Nil,Improvement to Badakalokote D/W MIP at Badakalokote in Gumma block of Gajapati District under MIPSP Scheme-2025-26,Improvement to Badakalokote D/W MIP at Badakalokote in Gumma block of Gajapati District under MIPSP Scheme-2025-26,Please refer Tender documents ,NA ,"8,40,891",Civil Works - Others,NA ,Tender,90.0,60.0,Gumma,761207.0,NA ,NA ,NA ,"O/o Superintending Engineer,M.I.Division,Gajapati",No ,No,AOC,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",2025_CEMIB_120663_3,MIDGJP-04/2025-26,Improvement to Badakalokote D/W MIP at Badakalokote in Gumma block of Gajapati District under MIPSP Scheme-2025-26,SIMACHALA SATAPATHY,Internal,,Simachala Satapathy,31-Dec-2025 08:52 PM,finsummary_561285.pdf (39.74 KB),Finance,10 NOS BIDDER ARE PARTICIPATED IN THIS TENDER,Simachala Satapathy,31-Dec-2025 05:38 PM,,BOQ Comparative Chart,1.0,3194730.0,GOTTIPILLI NABIN,INR,"714,841.58",31-Dec-2025,"INR 840,891.17",60.0,Simachala Satapathy,31-Dec-2025 08:58 PM,AOCKALAKOTE.PDF (191.00 KB),1,3194730,GOTTIPILLI NABIN,08-Nov-2025 06:35 AM,Accepted-AOC,SUCCESSFUL THROUGH LOTTERY SYSTEM AS 1ST BIDDER,31-Dec-2025 08:58 PM,SIMACHALA SATAPATHY,Internal,,Simachala Satapathy,31-Dec-2025 08:31 PM,techsummary_561285.pdf (20.42 KB),AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3210189,HARI KRUSHNA PRADHAN,12-Nov-2025 09:30 AM,Rejected-AOC,UN SUCCESSFUL,31-Dec-2025 08:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3215910,HUTTASAN APPATO,12-Nov-2025 02:19 PM,Rejected-AOC,UN SUCCESSFUL,31-Dec-2025 08:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3209962,KHAGESWARA PRADHAN,12-Nov-2025 09:01 AM,Rejected-AOC,UN SUCCESSFUL,31-Dec-2025 08:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3215947,NARASINGHO APPATTO,12-Nov-2025 08:57 AM,Rejected-AOC,UN SUCCESSFUL,31-Dec-2025 08:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3216175,P.SRINIVASA RAO,12-Nov-2025 10:50 AM,Rejected-AOC,UN SUCCESSFUL,31-Dec-2025 08:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3196041,SEPANI JOGA RAO,08-Nov-2025 05:07 PM,Rejected-AOC,UN SUCCESSFUL,31-Dec-2025 08:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3197873,SIRIPURAM MANMADHA RAO,08-Nov-2025 05:53 PM,Rejected-AOC,UN SUCCESSFUL,31-Dec-2025 08:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3200471,Swarup Kumar Gantayat,09-Nov-2025 11:06 AM,Rejected-AOC,UN SUCCESSFUL,31-Dec-2025 08:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3216997,Timoti Naika,12-Nov-2025 01:35 PM,Rejected-AOC,UN SUCCESSFUL,31-Dec-2025 08:58 PM,,,,,,,AOC
