Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Pradyut Kumar Mohantay,Internal,"B K Sa,N Nag,Manaranjan Suna",Nilamadhab Nag,29-Dec-2025 12:25 PM,techsummary_561143.pdf (664.63 KB),1,3210359,AMIT AGRAWAL,11-Nov-2025 12:24 AM,Rejected-AOC,Rejected,30-Dec-2025 11:01 AM,30-Dec-2025,"INR 508,704",30.0,Nilamadhab Nag,30-Dec-2025 11:01 AM,3341.pdf (438.00 KB),Work Order Issued,Finance,OK,Nilamadhab Nag,14-Nov-2025 01:04 PM,finance_561143.pdf,BOQ Comparative Chart,1.0,3219794.0,BIKASH KUMAR NAYAK,INR,"508,704",Municipal Bodies||Kuchinda NAC,2025_ORULB_120592_3,KCDA/NAC-5/2025-26,Repair and Restoration of Road from Bhagabat Mandap Chhak to Ananda Sharma house in Ward No-02,Pradyut Kumar Mohanty,Internal,"B K Sa,N Nag,Manaranjan Suna",Nilamadhab Nag,29-Dec-2025 05:57 PM,finsummary_561143.pdf (664.63 KB),AOC,Municipal Bodies||Kuchinda NAC,KCDA/NAC-5/2025-26,2025_ORULB_120592_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EXECUTIVE OFFICER,NAC KUCHINDA","AT/PO-KUCHINDA,DIST-SAMBALPUR",03-Nov-2025 10:00 AM,14-Nov-2025 10:00 AM,03-Nov-2025 10:00 AM,13-Nov-2025 05:30 PM,03-Nov-2025 10:00 AM ,13-Nov-2025 05:30 PM ,03-Nov-2025 10:00 AM,13-Nov-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Repair and Restoration of Road from Bhagabat Mandap Chhak to Ananda Sharma house in Ward No-02,Repair and Restoration of Road from Bhagabat Mandap Chhak to Ananda Sharma house in Ward No-02,Please refer Tender documents. ,NA ,"5,08,704",Civil Works - Roads,NA ,Tender,90.0,30.0,Ward No-2 NAC Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,"4,000",0.0,Nil,Nil,No,"5,087",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,2,3218826,ANANTA NARAYAN BEHERA,12-Nov-2025 07:31 PM,Rejected-AOC,Rejected,30-Dec-2025 11:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3219794,BIKASH KUMAR NAYAK,13-Nov-2025 07:16 AM,Accepted-AOC,Awarded through lottery system,30-Dec-2025 11:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3218886,BISHAL AGRAWAL,13-Nov-2025 12:56 AM,Rejected-AOC,Rejected,30-Dec-2025 11:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3217350,GOBINDA SAHOO,13-Nov-2025 11:29 AM,Rejected-AOC,Rejected,30-Dec-2025 11:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3219566,JATINDRA KUMAR SAHOO,13-Nov-2025 07:24 AM,Rejected-AOC,Rejected,30-Dec-2025 11:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3218988,KULAMANI SAHANSIA,13-Nov-2025 04:17 AM,Rejected-AOC,Rejected,30-Dec-2025 11:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3221090,PRAKASH RUDRA SINGH,13-Nov-2025 02:16 PM,Rejected-AOC,Rejected,30-Dec-2025 11:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3221774,ROHIT AGRAWAL,13-Nov-2025 04:08 PM,Rejected-AOC,Rejected,30-Dec-2025 11:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3219913,Sanjit Kumar Sharma,13-Nov-2025 08:00 AM,Rejected-AOC,Rejected,30-Dec-2025 11:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
