S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
1,3171801,DAMODAR MAHAKUR,06-Nov-2025 12:51 PM,Rejected-AOC,Rejected,23-Dec-2025 05:04 PM,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_120114_53,BI No.Tender Online SNPR-06 of 2025-26.,S/R to Lachhipur to Kutsingha RD Road- Davlang from ch. 0/000 to 1/135 Km.,1.0,3176940.0,LAXMIKANTA MISHRA,INR,"1,214,420",23-Dec-2025,"INR 1,214,420",60.0,Subhrata Meher,23-Dec-2025 05:04 PM,AOC.pdf (479.00 KB),Finance,11 nos bidders appeared,Subhrata Meher,14-Nov-2025 05:28 PM,finance_559094.pdf,BOQ Comparative Chart,Er Subhrata Meher,Internal,,Subhrata Meher,23-Dec-2025 05:01 PM,finsummary_559094.pdf (329.56 KB),Er Subhrata Meher,Internal,,Subhrata Meher,23-Dec-2025 05:00 PM,techsummary_559094.pdf (329.56 KB),AOC,29-Oct-2025 05:00 PM,10-Nov-2025 11:00 AM,29-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,29-Oct-2025 05:00 PM ,06-Nov-2025 04:00 PM ,29-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,"14,290",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-06 of 2025-26.,2025_CERWI_120114_53,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to Lachhipur to Kutsingha RD Road- Davlang from ch. 0/000 to 1/135 Km.,Civil S/R Roads works,Please refer Tender documents. ,NA ,"14,29,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,"6,000",0.0,Nil,Nil,No,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur",1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,1.0,ICICI BANK,AOC
2,3181603,GAJENDRA BAGARTY,04-Nov-2025 05:43 PM,Rejected-AOC,Rejected,23-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity (BOQ),2.0,ICICI NEFT/RTGS,AOC
3,3193867,LAMBODAR BISWAL,07-Nov-2025 02:22 PM,Rejected-AOC,Rejected,23-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,3176940,LAXMIKANTA MISHRA,06-Nov-2025 01:52 PM,Accepted-AOC,Work awarded in regular lottery system,23-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3184520,Lili Sahu,05-Nov-2025 02:53 PM,Rejected-AOC,Rejected,23-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3171097,Namita Mishra,04-Nov-2025 08:24 AM,Rejected-AOC,Rejected,23-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3192308,PRAYAS KUMAR SAHU,07-Nov-2025 10:04 AM,Rejected-AOC,Rejected,23-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3179862,RAJANI MAHAKUR,04-Nov-2025 12:37 PM,Rejected-AOC,Rejected,23-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3190125,Rasmanjali Sa,06-Nov-2025 06:37 PM,Rejected-AOC,Rejected,23-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3189739,RATRU RANA,06-Nov-2025 03:51 PM,Rejected-AOC,Rejected,23-Dec-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
