Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Municipal Bodies||Barbil Municipality,2025_ORULB_119252_41,BBLM-5/2025-26,"Laying of paver block from Adda hotel to Mitra SK office, Ward No.6, Barbil",1.0,3164524.0,LALMOHAN MUNDA,INR,"92,077",1,3179143,GANESH PRASAD,04-Nov-2025 09:17 PM,Rejected-Finance,Second,30-Dec-2025 01:22 PM,30-Dec-2025,"INR 92,077",45.0,Ramesh Chandra Nayak,30-Dec-2025 01:26 PM,WO_41.pdf (106.00 KB),Contact value including GST,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,30-Dec-2025 01:22 PM,finsummary_555708.pdf (114.54 KB),Technical,open,Ramesh Chandra Nayak,07-Nov-2025 06:57 PM,technical_555708.pdf,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,24-Nov-2025 04:19 PM,24-Nov-2025 04:25 PM,techsummary_555708.pdf (4230.28 KB),Finance,open,Ramesh Chandra Nayak,24-Nov-2025 05:49 PM,finance_555708.pdf,BOQ Comparative Chart,AOC,"Laying of paver block from Adda hotel to Mitra SK office, Ward No.6, Barbil","Laying of paver block from Adda hotel to Mitra SK office, Ward No.6, Barbil",Please refer Tender documents. ,NA ,"97,000",Civil Works - Roads,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality,No ,No,Municipal Bodies||Barbil Municipality,BBLM-5/2025-26,2025_ORULB_119252_41,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,400.0,0.0,Nil,Nil,No,1.0,Extension of opening date,Date,,1.0,Fee/PreQual/Technical,.pdf,DTCN,1.0,ICICI BANK,970.0,Yes,percentage,1.0%,Nil,Nil,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,16-Oct-2025 10:00 AM,07-Nov-2025 11:00 AM,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,24-Nov-2025 04:25 PM,AOC
,,,,,,,,,2,3182777,ISWAR CHANDRA SAMAL,04-Nov-2025 10:52 PM,Rejected-Finance,Third,30-Dec-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3164524,LALMOHAN MUNDA,28-Oct-2025 07:18 PM,Accepted-AOC,Lowest,30-Dec-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
