S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-06 of 2025-26.,2025_CERWI_120114_66,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,880",Yes,fixed,,Nil,Nil,S/R to Kamsara to Surda from ch. 0/000 to 3/000 Km.,Civil S/R Roads works,Please refer Tender documents. ,NA ,"5,88,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur","4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,29-Oct-2025 05:00 PM,10-Nov-2025 11:00 AM,29-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,29-Oct-2025 05:00 PM ,06-Nov-2025 04:00 PM ,29-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,AOC,Er Subhrata Meher,Internal,,Subhrata Meher,17-Dec-2025 08:04 PM,techsummary_559111.pdf (329.56 KB),Er Subhrata Meher,Internal,,Subhrata Meher,17-Dec-2025 08:08 PM,finsummary_559111.pdf (329.56 KB),Finance,10 nos of Bidders appeared.,Subhrata Meher,13-Nov-2025 04:20 PM,finance_559111.pdf,BOQ Comparative Chart,1,3182225,ANNAPURNNA BARIK,04-Nov-2025 07:45 PM,Rejected-AOC,Rejected,17-Dec-2025 08:13 PM,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_120114_66,BI No.Tender Online SNPR-06 of 2025-26.,S/R to Kamsara to Surda from ch. 0/000 to 3/000 Km.,1.0,3178968.0,KALPANA RANA,INR,"500,190",17-Dec-2025,"INR 500,190",60.0,Subhrata Meher,17-Dec-2025 08:13 PM,AOC.pdf (479.00 KB),Work awarded in regular lottery system,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity (BOQ),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3186325,BIDYARAM MAHAKUL,06-Nov-2025 11:51 PM,Rejected-AOC,Rejected,17-Dec-2025 08:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3174370,Chaitanya Sethy,02-Nov-2025 06:10 PM,Rejected-AOC,Rejected,17-Dec-2025 08:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3178968,KALPANA RANA,04-Nov-2025 01:45 PM,Accepted-AOC,Work awarded in regular lottery system,17-Dec-2025 08:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3176974,LAXMIKANTA MISHRA,06-Nov-2025 02:00 PM,Rejected-AOC,Rejected,17-Dec-2025 08:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3193784,MANDAKINI DASH,07-Nov-2025 02:09 PM,Rejected-AOC,Rejected,17-Dec-2025 08:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3180648,MANJULATA NATH,04-Nov-2025 01:43 PM,Rejected-AOC,Rejected,17-Dec-2025 08:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3193697,Pratap Sahu,07-Nov-2025 01:49 PM,Rejected-AOC,Rejected,17-Dec-2025 08:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3179882,RAJANI MAHAKUR,04-Nov-2025 12:40 PM,Rejected-AOC,Rejected,17-Dec-2025 08:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3188607,RENUKA HOTA,07-Nov-2025 11:18 AM,Rejected-AOC,Rejected,17-Dec-2025 08:13 PM,,,,,,,,,,,,,,,,,AOC
