Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"6,000",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-03/2025-26,2025_STSCD_116140_15,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,29-Jul-2025 01:00 PM,13-Aug-2025 11:00 AM,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,NA ,NA ,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, PAN Card, GSTIN, No relation certificate, Affidavit and other documents as per DTCN",PROJECT ADMINISTRATOR,"ITDA, SUNDARGARH","36,705",Yes,fixed,,Nil,Nil,Construction of twin staff quarters (2 Units Teaching) at Birkaldihi Ashram School under Balisankara Block,Construction of twin staff quarters (2 Units Teaching) at Birkaldihi Ashram School under Balisankara Block,AS PER DTCN ,NA ,"36,70,469",Civil Works - Buildings,NA ,Tender,90.0,180.0,Sundargarh,770001.0,NA ,NA ,NA ,"ITDA, SUNDARGARH",No ,No,1.0,ICICI BANK,AOC,COLLECTOR SUNDARGARH,Internal,"PA,ITDA,SUNDARGARH, EE, MI DIVISION, SUNDARGARH, AEE, ITDA, SUNDARGARH",LAXMAN SAHOO,10-Dec-2025 01:18 PM,techsummary_547565.pdf (563.25 KB),COLLECTOR SUNDARGARH,Internal,"PA,ITDA,SUNDARGARH, EE, MI DIVISION, SUNDARGARH, AEE, ITDA, SUNDARGARH",LAXMAN SAHOO,10-Dec-2025 01:22 PM,finsummary_547565.pdf (563.25 KB),Finance,TENDER STATUS,LAXMAN SAHOO,22-Aug-2025 09:24 PM,finance_547565.pdf,BOQ Comparative Chart,1,3033173,ANIL KUMAR PUJARI,12-Aug-2025 01:25 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:26 PM,ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_116140_15,ITDASNG-03/2025-26,Construction of twin staff quarters (2 Units Teaching) at Birkaldihi Ashram School under Balisankara Block,1.0,3024409.0,SADASHIBA SETH,INR,"3,120,266",10-Dec-2025,"INR 3,120,266",180.0,LAXMAN SAHOO,10-Dec-2025 01:26 PM,TSQBirakaldihiT.pdf (514.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,3025785,BHARAT SETH,06-Aug-2025 02:18 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3021862,BIJAY KUMAR BEHERA,02-Aug-2025 07:15 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3030434,JAGADISH ROUT,10-Aug-2025 09:58 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3023541,MAHENDRA KHUKHARI,04-Aug-2025 05:37 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3033684,MANAS RANJAN DASH,12-Aug-2025 04:58 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3029649,MOHAMMAD SHAHABUDDIN,09-Aug-2025 08:44 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3033360,PRIYADARSHI RANA,12-Aug-2025 02:47 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3024409,SADASHIBA SETH,05-Aug-2025 12:42 PM,Accepted-AOC,1st lowest in transparent lottery process,10-Dec-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3031677,SUBHAM GURU,11-Aug-2025 03:50 PM,Rejected-AOC,Disqualified,10-Dec-2025 01:26 PM,,,,,,,,,,,,,,,,AOC
