EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"8,403",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P Cost, EMD Online, RC, PAN, GSTIN, Affidavit, NRC, Bid Declaration and Other doc. as per DTCN",42/6354-S/R to I. B Building at Markona for 2025-26,42/6354-S/R to I. B Building at Markona for 2025-26,NA ,NA ,"8,40,303",Civil Works - Buildings,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, BALASORE",No ,No,"4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,ETCN5-16,2025_CERWI_118362_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION NO.II, BALASORE",22-Sep-2025 01:00 PM,06-Oct-2025 11:00 AM,22-Sep-2025 01:00 PM,04-Oct-2025 05:00 PM,22-Sep-2025 01:00 PM ,04-Oct-2025 03:00 PM ,22-Sep-2025 01:00 PM,04-Oct-2025 05:00 PM,AOC,1,3098251,BHARATENDU BHOI,03-Oct-2025 02:59 PM,Rejected-AOC,Rejected,19-Dec-2025 01:33 PM,19-Dec-2025,"INR 714,342",30.0,Sujata Behera,19-Dec-2025 01:33 PM,118362AOC.pdf (411.00 KB),"superintending Engineer,R.W.Division-II,Balasore",Internal,,Sujata Behera,19-Dec-2025 01:18 PM,techsummary_553367.pdf (197.13 KB),"superintending Engineer,R.W.Division-II,Balasore",Internal,,Sujata Behera,19-Dec-2025 01:27 PM,finsummary_553367.pdf (197.13 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,2025_CERWI_118362_1,ETCN5-16,42/6354-S/R to I. B Building at Markona for 2025-26,1.0,3108647.0,RABINDRA KUMAR SAHOO,INR,"714,342",Finance,all documents download,Sujata Behera,07-Dec-2025 12:41 PM,finance_553367.pdf,BOQ Comparative Chart,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3108111,BISWANATH PANDA,03-Oct-2025 11:42 PM,Rejected-AOC,Rejected,19-Dec-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3109393,GITA RANI SAHOO,04-Oct-2025 04:03 PM,Rejected-AOC,Rejected,19-Dec-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3108669,JADU SINGH,04-Oct-2025 10:14 AM,Rejected-AOC,Rejected,19-Dec-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3105490,JAYADRATH SHIAL (SC),02-Oct-2025 01:45 PM,Rejected-AOC,Rejected,19-Dec-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3108084,JAYANTA KUMAR DASH,03-Oct-2025 07:44 PM,Rejected-AOC,Rejected,19-Dec-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3099019,JYOTSNARANI KANUNGO,25-Sep-2025 11:48 AM,Rejected-AOC,Rejected,19-Dec-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3106583,MAA TARINI FABRICATION,04-Oct-2025 01:17 PM,Rejected-AOC,Rejected,19-Dec-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3105630,NILAMADHABA BEHERA,02-Oct-2025 03:36 PM,Rejected-AOC,Rejected,19-Dec-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3098220,PRAKASH PANIGRAHI,03-Oct-2025 02:41 PM,Rejected-AOC,Rejected,19-Dec-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
