S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,Supply and installation of new power cable and sub-main cable for SCADA system from left side main panel board to Mahanadi Barrage left side Bus Bar No.1 to 8 and Kendrapara Canal Bus Bar No.1 for the year 2025-26. (MBD66/2025-26),Supply and installation of new power cable and sub-main cable for SCADA system from left side main panel board to Mahanadi Barrage left side Bus Bar No.1 to 8 and Kendrapara Canal Bus Bar No.1 for the year 2025-26. (MBD66/2025-26),Please refer Tender documents. ,NA ,"69,52,552",Electrical Works,NA ,Tender,90.0,180.0,Cuttack,753003.0,NA ,NA ,NA ,"Superintending Engineer, Mahanadi Barrage Division",No ,No,"69,530",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN, Affidavit, Bid Security,Undertakings , NRC, GSTIN and any other documents as per DTCN.","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",e Procurement Notice No.15/2025-26,2025_CELBB_119108_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,13-Oct-2025 10:00 AM,28-Oct-2025 11:30 AM,13-Oct-2025 10:00 AM,27-Oct-2025 05:00 PM,13-Oct-2025 10:00 AM ,27-Oct-2025 11:00 AM ,13-Oct-2025 10:00 AM,27-Oct-2025 05:00 PM,07-Nov-2025 03:50 PM,"Superintending Engineer, Mahanadi Barrage Division","Superintending Engineer, Mahanadi Barrage Division gandarpur cuttack.753003",AOC,29-Nov-2025,"INR 5,910,364",180.0,Kartika Samal,17-Dec-2025 02:53 PM,wo66.pdf (565.00 KB),"Work has been awarded to AB Power.The date of commencement/contract may please be recorded as dt.29.11.2025.The deposit towards EMD and ISD has been received in favour of SE MBD, Cuttack",1,3160316,AB POWER,27-Oct-2025 04:50 PM,Accepted-AOC,Lottery Winner being unsuccessful tenderer on lottery system,17-Dec-2025 02:53 PM,SEMBD,Internal,DAO,Kartika Samal,07-Nov-2025 03:47 PM,07-Nov-2025 03:50 PM,techsummary_555112.pdf (672.62 KB),Finance,"Total 20nos bidder has been participated .Out of 20 nos bidder , 01 bidder namely Akhandalamani Electrical constructions has disqualified in Financial opening due to 9.99 percent less than the amount put to tender.",Kartika Samal,12-Nov-2025 10:45 AM,finance_555112.pdf,BOQ Comparative Chart,Technical,total 20 nos bidder have been participated.,Kartika Samal,07-Nov-2025 03:33 PM,,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",2025_CELBB_119108_2,e Procurement Notice No.15/2025-26,Supply and installation of new power cable and sub-main cable for SCADA system from left side main panel board to Mahanadi Barrage left side Bus Bar No.1 to 8 and Kendrapara Canal Bus Bar No.1 for the year 2025-26. (MBD66/2025-26),SE MBD,Internal,DAO,Kartika Samal,12-Nov-2025 04:02 PM,finsummary_555112.pdf (616.04 KB),1.0,3160316.0,AB POWER,INR,"5,910,364",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3160206,AGRAWALLA POWER INFRASTRUCTURE,27-Oct-2025 04:32 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,12-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3159040,AKHANDALAMANI ELECTRICALS AND CONSTRUCTION,27-Oct-2025 03:10 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,12-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3140465,CITY ELECTRONS PROP PRADEEPTA KANUNGO,23-Oct-2025 07:10 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,12-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3144289,ECO ELECTRIC POWER SOLUTIONS,23-Oct-2025 12:01 AM,Rejected-Finance,being unsuccessful tenderer on lottery system,12-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3157945,INDIA ELECTRICAL HOUSE,27-Oct-2025 01:14 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,12-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3158564,JBS ENTERPRISES,27-Oct-2025 12:49 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,12-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3150967,MEERA ELECTRICALS,25-Oct-2025 12:36 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,12-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3159187,MPower Energy Solutions,27-Oct-2025 02:05 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,12-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3149422,M/S. BALIYARSINGH ELECTRICAL ENGINEERING & CONSTRUCTION,24-Oct-2025 06:47 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,12-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
