Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,"6,000",0.0,Nil,Nil,No,"16,900",Yes,fixed,,Nil,Nil,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/11/SERWD-II/2025-26,2025_CERWI_120323_16,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,30-Oct-2025 01:00 PM,08-Nov-2025 11:00 AM,30-Oct-2025 01:00 PM,07-Nov-2025 05:00 PM,30-Oct-2025 01:00 PM ,06-Nov-2025 05:00 PM ,30-Oct-2025 01:00 PM,07-Nov-2025 05:00 PM,S/R Athagadapatna Sunapalli Banapalli Road (Part) (0/0 to 4/075 km) for the year 2025-26,S/R Athagadapatna Sunapalli Banapalli Road (Part) (0/0 to 4/075 km) for the year 2025-26,Please refer Tender documents. ,NA ,"16,81,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Berhampur,760010.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,1.0,Corrigendum,Other,,1.0,ICICI BANK,AOC,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,23-Dec-2025 05:07 PM,finsummary_559988.pdf (2065.27 KB),"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,23-Dec-2025 05:03 PM,techsummary_559988.pdf (887.51 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_120323_16,Online Tender/11/SERWD-II/2025-26,S/R Athagadapatna Sunapalli Banapalli Road (Part) (0/0 to 4/075 km) for the year 2025-26,1.0,3190149.0,GANGADHAR SAMANTARA,INR,"1,428,745",1,3178401,BALARAM BEHERA,05-Nov-2025 06:29 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 05:13 PM,23-Dec-2025,"INR 1,428,745",30.0,Sudipta Senapati,23-Dec-2025 05:12 PM,3AthagadapatnaSunapalliWO.pdf (904.00 KB),Work Order,Finance,Document to be verified and under scrutiny,Babina Sahu,15-Nov-2025 09:35 AM,finance_559988.pdf,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3181305,Balaram Sethi,04-Nov-2025 04:06 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 05:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3174871,Bhanja Swain,02-Nov-2025 06:10 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 05:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3183856,Dibakar Behera,05-Nov-2025 01:16 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 05:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3190149,GANGADHAR SAMANTARA,06-Nov-2025 04:49 PM,Accepted-AOC,Successful Bidder in Lottery,23-Dec-2025 05:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3184208,JAGANNATH SAHU,05-Nov-2025 02:50 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 05:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3186091,MAMATA KUMARI SATAPATHY,05-Nov-2025 07:59 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 05:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3178835,Prabin Kumar Sethi,03-Nov-2025 07:09 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 05:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3178922,Prafulla Chandra Sahu,03-Nov-2025 07:26 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 05:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3194223,SONALI PRADHAN,07-Nov-2025 03:43 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 05:13 PM,,,,,,,,,,,,,,AOC
