Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Executive Engineer,L.I.Division, Boudh",Internal,"Estimator,L.I.Division,Boudh, Assistant Accountant , L.I.Division,Boudh",Satya Narayan Rana,28-Nov-2025 10:06 PM,techsummary_554812.pdf (328.17 KB),20-Dec-2025,"INR 10,002,162",120.0,Satya Narayan Rana,20-Dec-2025 08:39 PM,Package25.pdf (1203.00 KB),Awarded,1,3126596,BINOD SAHU,23-Oct-2025 03:10 PM,Rejected-AOC,Reject,20-Dec-2025 08:39 PM,Finance,Twenty nos of bidders have participated,Satya Narayan Rana,02-Nov-2025 01:24 PM,,BOQ Comparative Chart,1.0,3140839.0,RAJESH KUMAR SAHU,INR,"8,476,408.31",Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Boudh,2025_OLIC_118998_25,OLIC-BOUDH-14/2025-26/4229 DT-26.09.2025,"INSTALLATION AND ENERGISATION OF RINGAPADA (N)-I, RINGAPADA-II AND RINGAPADA-III LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF","Executive Engineer,L.I.Division, Boudh",Internal,"Estimator, L.I. Division, Boudh, Assistant Accountant, L.I. Division, Boudh",Satya Narayan Rana,20-Dec-2025 08:34 PM,finsummary_554812.pdf (425.42 KB),AOC,"INSTALLATION AND ENERGISATION OF RINGAPADA (N)-I, RINGAPADA-II AND RINGAPADA-III LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF","INSTALLATION AND ENERGISATION OF RINGAPADA (N)-I, RINGAPADA-II AND RINGAPADA-III LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF",PLEASE REFER TENDER DOCUMENT DTCN ,NA ,"99,71,072",Civil Works - Lift Irrigation Schemes,RIVER LIFT ,Tender,365.0,120.0,BOUDH,762014.0,NA ,NA ,NA ,"OFFICE OF E.E. LIFT IRRIGATION DIVISION, BOUDH",No ,No,"11,800",0.0,Nil,Nil,No,09-Oct-2025 11:00 AM,24-Oct-2025 11:00 AM,09-Oct-2025 11:00 AM,23-Oct-2025 05:00 PM,09-Oct-2025 11:00 AM ,20-Oct-2025 05:00 PM ,09-Oct-2025 11:00 AM,23-Oct-2025 05:00 PM,EXECUTIVE ENGINEER,"OFFICE OF E.E. LIFT IRRIGATION DIVISION, MASTER LANE, BOUDH-762014",Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Boudh,OLIC-BOUDH-14/2025-26/4229 DT-26.09.2025,2025_OLIC_118998_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, PAN, GST AND OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,"99,711",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,3126754,DEBADATTA KHAMARI,23-Oct-2025 01:09 AM,Rejected-AOC,Reject,20-Dec-2025 08:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,3,3144084,Dinesh kumar karna,22-Oct-2025 08:26 PM,Rejected-AOC,Reject,20-Dec-2025 08:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3143931,Duryodhan Mishra,23-Oct-2025 10:50 AM,Rejected-AOC,Reject,20-Dec-2025 08:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3146043,MANTU KUMAR RANA,23-Oct-2025 04:10 PM,Rejected-Technical,Please refer Uploaded Tender Committee Report,28-Nov-2025 10:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3137911,MOHAMMAD ANISH,21-Oct-2025 08:02 PM,Rejected-AOC,Reject,20-Dec-2025 08:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3123884,MOHANLAL AGRAWAL,22-Oct-2025 08:46 PM,Rejected-Technical,Please refer Uploaded Tender Committee Report,28-Nov-2025 10:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3142229,M/S DILIP KUMAR SAHOO,23-Oct-2025 02:13 PM,Rejected-AOC,Reject,20-Dec-2025 08:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3127547,"M/S SHIVANI INFRASTRUCTURE AND SUPPLIERS, PROP. YASH AGRAWAL",17-Oct-2025 07:27 AM,Rejected-AOC,Reject,20-Dec-2025 08:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3139982,MS Shree Shyam and Co,21-Oct-2025 11:56 PM,Rejected-AOC,Reject,20-Dec-2025 08:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
