S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2779613.0,B Manoj Kumar Rao,INR,"58,260,363",Technical,Documents to be verified,Lopamudra Dalai,11-Jun-2025 04:48 PM,technical_526234.pdf,CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_109521_4,Online Tender/16-2024-25/BPR,Improvement to MDR-66 to Pratappur Handighar Achuli Junction road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,17-Jul-2025 06:46 PM,finsummary_526234.pdf (607.74 KB),"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Lopamudra Dalai,20-Jun-2025 06:07 PM,30-Jun-2025 11:00 AM,techsummary_526234.pdf (3175.20 KB),Finance,Documents to be verified,Lopamudra Dalai,03-Jul-2025 02:02 PM,finance_526234.pdf,BOQ Comparative Chart,02-Dec-2025,"INR 58,260,363",300.0,Lopamudra Dalai,10-Dec-2025 01:27 PM,Pratapur.pdf (993.00 KB),1,2780287,Biranchi Narayan panda,27-Jan-2025 01:42 PM,Rejected-Technical,DIS-QUALIFIED,20-Jun-2025 06:07 PM,AOC,CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/16-2024-25/BPR,2025_CERWI_109521_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Chief Construction Engineer, R.W.Circle, BAM","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11","6,85,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",1.0,ICICI BANK,17-Jan-2025 06:55 PM,28-Jan-2025 11:00 AM,17-Jan-2025 06:55 PM,27-Jan-2025 05:30 PM,17-Jan-2025 06:55 PM ,24-Jan-2025 05:30 PM ,17-Jan-2025 06:55 PM,27-Jan-2025 05:30 PM,30-Jun-2025 11:00 AM,Improvement to MDR-66 to Pratappur Handighar Achuli Junction road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25,Improvement to MDR-66 to Pratappur Handighar Achuli Junction road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25,Please refer Tender documents. ,NA ,"6,85,34,000",Civil Works - Roads,NA ,Tender,90.0,300.0,Ganjam,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM",No ,No,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2779459,B LAXMI NARYANA,27-Jan-2025 03:21 PM,Rejected-AOC,4th Lowest,10-Dec-2025 01:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2779613,B Manoj Kumar Rao,27-Jan-2025 12:02 PM,Accepted-AOC,Successful bidders after lottery system,10-Dec-2025 01:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2778237,Charan Behera,26-Jan-2025 01:09 PM,Rejected-Technical,DIS-QUALIFIED,20-Jun-2025 06:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2778554,G.Gopal Rao Dora,27-Jan-2025 04:11 PM,Rejected-AOC,3rd Lowest,10-Dec-2025 01:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2774797,M/s Bajarangi Construction,25-Jan-2025 06:46 PM,Rejected-AOC,4th Lowest,10-Dec-2025 01:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2779064,M/s GEETA LAXMI CONSTRUCTIONS,26-Jan-2025 07:58 PM,Rejected-AOC,2nd Lowest,10-Dec-2025 01:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2778555,Rajani Kanta Nayak,26-Jan-2025 09:11 PM,Rejected-AOC,4th Lowest,10-Dec-2025 01:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2779471,Rajendra Patra,27-Jan-2025 12:31 PM,Rejected-AOC,4th Lowest,10-Dec-2025 01:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
