Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Er Subhrata Meher,Internal,,Subhrata Meher,17-Dec-2025 06:02 PM,techsummary_566362.pdf (329.56 KB),17-Dec-2025,"INR 428,557",60.0,Subhrata Meher,17-Dec-2025 06:06 PM,AOC.pdf (479.00 KB),1,3266176,BALARAM BARIHA,29-Nov-2025 01:57 PM,Rejected-AOC,Rejected,17-Dec-2025 06:06 PM,Finance,10 Bidders.,Subhrata Meher,06-Dec-2025 06:06 PM,,BOQ Comparative Chart,1.0,3265669.0,DINESH AGRAWAL,INR,"428,557",CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_121753_6,BI No.Tender Online SNPR-10 of 2025-26.,S/R to SUNAPALLI CHOWK TO CHAMARPUR FROM CH. 0/000 TO 0/300 KM AND 0/950 TO 2/050 KM.,Er Subhrata Meher,Internal,,Subhrata Meher,17-Dec-2025 06:04 PM,finsummary_566362.pdf (329.56 KB),AOC,22-Nov-2025 09:00 AM,01-Dec-2025 11:00 AM,22-Nov-2025 09:00 AM,29-Nov-2025 05:00 PM,22-Nov-2025 09:00 AM ,28-Nov-2025 04:00 PM ,22-Nov-2025 09:00 AM,29-Nov-2025 05:00 PM,"17,650",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,S/R to SUNAPALLI CHOWK TO CHAMARPUR FROM CH. 0/000 TO 0/300 KM AND 0/950 TO 2/050 KM.,Civil Road Works,Please refer Tender documents. ,NA ,"17,65,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur",CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-10 of 2025-26.,2025_CERWI_121753_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,2,3266645,DIBYA KUMAR MAJHI,29-Nov-2025 03:43 PM,Rejected-AOC,Rejected,17-Dec-2025 06:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3265669,DINESH AGRAWAL,29-Nov-2025 10:51 AM,Accepted-AOC,Work awarded in regular lottery system,17-Dec-2025 06:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3262677,JAGABANDHU DASH,28-Nov-2025 11:36 AM,Rejected-AOC,Rejected,17-Dec-2025 06:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3261574,KALPANA RANA,27-Nov-2025 08:25 PM,Rejected-AOC,Rejected,17-Dec-2025 06:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3266514,LAMBODAR BISWAL,29-Nov-2025 02:58 PM,Rejected-AOC,Rejected,17-Dec-2025 06:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3253024,Namita Mishra,26-Nov-2025 11:24 PM,Rejected-AOC,Rejected,17-Dec-2025 06:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3265724,Pooja Jain,29-Nov-2025 11:15 AM,Rejected-AOC,Rejected,17-Dec-2025 06:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3265884,PREMLAL SETH,29-Nov-2025 12:40 PM,Rejected-AOC,Rejected,17-Dec-2025 06:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3265718,UMESH AGRAWAL,29-Nov-2025 11:15 AM,Rejected-AOC,Rejected,17-Dec-2025 06:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
