S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
1.0,3099051.0,Debee Prasad Samal,INR,"717,991.22",Municipal Bodies||Vyasanagar Municipality,2025_ORULB_117995_72,2/VNM/2025-26,Repair and restoration of road and drain from Kanheipur main road to Basanta Diwedi house in ward no -9,1.0,3099051.0,Debee Prasad Samal,24-Sep-2025 05:19 PM,Accepted-AOC,due to l1,20-Dec-2025 01:15 PM,20-Dec-2025,"INR 717,991.22",45.0,Manas Ranjan Sahoo,20-Dec-2025 01:15 PM,worrok.pdf (313.00 KB),due to l1,Finance,ok,Manas Ranjan Sahoo,20-Dec-2025 12:55 PM,finance_552438.pdf,BOQ Comparative Chart,Eo,Internal,"me,je,acountant",Manas Ranjan Sahoo,20-Dec-2025 01:08 PM,finsummary_552438.pdf (407.65 KB),Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,20-Dec-2025 01:04 PM,techsummary_552438.pdf (407.65 KB),AOC,EXECUTIVE OFFICER,vyasanagar Municipality,Repair and restoration of road and drain from Kanheipur main road to Basanta Diwedi house in ward no -9,Repair and restoration of road and drain from Kanheipur main road to Basanta Diwedi house in ward no -9,Please refer Tender documents. ,NA ,"7,18,063",Civil Works - Others,NA ,Tender,45.0,45.0,VYASANAGAR MUNICIPALITY,755019.0,NA ,NA ,NA ,EXECUTIVE OFFICER CHAMMBER VYASANAGAR MUNICIPALITY,No ,No,"7,190",Yes,fixed,,Nil,Nil,15-Sep-2025 10:00 AM,03-Oct-2025 11:00 AM,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,NA ,NA ,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Vyasanagar Municipality,2/VNM/2025-26,2025_ORULB_117995_72,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,AOC
,,,,,,,,,2.0,3100613.0,RAJENDRA BEHERA,25-Sep-2025 08:38 PM,Rejected-Finance,due to l2,20-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
