S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,EXECUTIVE OFFICER,"NAC Office, Odagaon, Nayagarh, Pin-752081",Municipal Bodies||Odagaon NAC,NAC-ODG-04/2025-26,2025_ORULB_119428_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Repair of CC road at Dhobasahi (Mahaveer Lane) in ward-06 of NAC Odagaon,Repair of CC road at Dhobasahi (Mahaveer Lane) in ward-06 of NAC Odagaon,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,30.0,NAC ODAGAON,752081.0,NA ,NA ,NA ,NAC ODAGAON,No ,No,"4,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Aadhar, PAN, License etc.","2,000",0.0,Nil,Nil,No,16-Oct-2025 11:00 AM,30-Oct-2025 11:00 AM,16-Oct-2025 11:00 AM,29-Oct-2025 05:00 PM,16-Oct-2025 11:00 AM ,29-Oct-2025 05:00 PM ,16-Oct-2025 11:00 AM,29-Oct-2025 05:00 PM,12-Nov-2025 03:30 PM,AOC,16-Dec-2025,"INR 400,915.67",30.0,Nihar Ranjan Behera,16-Dec-2025 05:09 PM,3468.pdf (286.00 KB),1,3162534,BIPIN KUMAR NAYAK,28-Oct-2025 07:31 PM,Rejected-AOC,Through Transparent Lottery Process,16-Dec-2025 05:09 PM,Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,12-Nov-2025 03:27 PM,12-Nov-2025 03:30 PM,techsummary_555707.pdf (577.78 KB),Finance,Tender Committee opened the Tender,Nihar Ranjan Behera,13-Nov-2025 12:02 PM,,BOQ Comparative Chart,Technical,Tender Committee opened the Tender,Nihar Ranjan Behera,30-Oct-2025 03:57 PM,,Municipal Bodies||Odagaon NAC,2025_ORULB_119428_1,NAC-ODG-04/2025-26,Repair of CC road at Dhobasahi (Mahaveer Lane) in ward-06 of NAC Odagaon,Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,16-Dec-2025 04:41 PM,finsummary_555707.pdf (2404.71 KB),1.0,3162748.0,RENU NAYAK,INR,"400,915.67",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,2,3164057,DILLIP KUMAR PADHI,28-Oct-2025 05:31 PM,Rejected-Finance,Through Transparent Lottery Process,16-Dec-2025 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3164603,KUMARI SAHOO,28-Oct-2025 08:44 PM,Rejected-Finance,Through Transparent Lottery Process,16-Dec-2025 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3155635,MAMATA PATRA,26-Oct-2025 07:12 PM,Rejected-Finance,Through Transparent Lottery Process,16-Dec-2025 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3155459,MANORANJAN JENA,26-Oct-2025 07:00 PM,Rejected-Finance,Through Transparent Lottery Process,16-Dec-2025 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3160647,PABITRA CHANDRA BEHERA,28-Oct-2025 08:21 PM,Rejected-Finance,Through Transparent Lottery Process,16-Dec-2025 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3155943,PANU SETHI,28-Oct-2025 01:40 PM,Rejected-Finance,Through Transparent Lottery Process,16-Dec-2025 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3161095,PRAVATI SAHOO,28-Oct-2025 06:25 PM,Rejected-Finance,Through Transparent Lottery Process,16-Dec-2025 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3133225,PRIYARANJAN BHATTA,17-Oct-2025 08:03 PM,Rejected-Finance,Through Transparent Lottery Process,16-Dec-2025 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3162748,RENU NAYAK,28-Oct-2025 01:24 PM,Accepted-AOC,Through Transparent Lottery Process,16-Dec-2025 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,3163817,SAROJINI BEHERA,28-Oct-2025 04:46 PM,Rejected-Finance,Through Transparent Lottery Process,16-Dec-2025 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
