Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",MIDJEY06/2025-26,2025_CEMIB_118146_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"PAN GSTIN, License, Affidavit and as per DTCN",Construction Of Kundar Check Dam Over Bada Nalla in Laxmipur Block Of Koraput District under MATY Scheme.,Construction Of Kundar Check Dam Over Bada Nalla in Laxmipur Block Of Koraput District under MATY Scheme.,Please refer tender documents ,NA ,"94,83,937",Civil Works - Water Works,NA ,Tender,90.0,180.0,Laxmipur,765013.0,NA ,NA ,NA ,"Superintending Engineer, M.I. Division, Jeypore",No ,No,Superintending Engineer,"Superintending Engineer, M.I. Division, Jeypore","94,900",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,17-Sep-2025 11:00 AM,04-Oct-2025 11:00 AM,17-Sep-2025 11:00 AM,03-Oct-2025 05:30 PM,NA ,NA ,17-Sep-2025 11:00 AM,03-Oct-2025 05:30 PM,28-Oct-2025 01:30 PM,AOC,1,3106948,ADITYA KUMAR SAHU,03-Oct-2025 04:35 PM,Rejected-AOC,Reject,24-Dec-2025 03:54 PM,24-Dec-2025,"INR 8,062,295",180.0,Nihar Ranjan Behera,24-Dec-2025 03:54 PM,Kundarwo.pdf (178.00 KB),Aoc,Superintending Engineer,Internal,,Nihar Ranjan Behera,28-Oct-2025 01:22 PM,28-Oct-2025 01:30 PM,techsummary_552867.pdf (1792.19 KB),Finance,On opening the bids total 23 nos. of bids were found to be received online. Hence 23 nos. of bids were found to be valid.,Nihar Ranjan Behera,24-Dec-2025 03:39 PM,finance_552867.pdf,BOQ Comparative Chart,Technical,On opening the bids total 23 nos. of bids were found to be received online. Hence 23 nos. of bids were found to be valid.,Nihar Ranjan Behera,28-Oct-2025 01:18 PM,technical_552867.pdf,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2025_CEMIB_118146_7,MIDJEY06/2025-26,Construction Of Kundar Check Dam Over Bada Nalla in Laxmipur Block Of Koraput District under MATY Scheme.,Superintending Engineer,Internal,,Nihar Ranjan Behera,24-Dec-2025 03:48 PM,finsummary_552867.pdf (160.00 KB),1.0,3105837.0,CHITTA RANJAN SARKAR,INR,"8,062,295",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3105103,Akhyaya Kumar Sahu,01-Oct-2025 10:49 PM,Rejected-AOC,Reject,24-Dec-2025 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3104690,AMIT KUMAR SAHU,01-Oct-2025 10:44 PM,Rejected-AOC,Reject,24-Dec-2025 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3107199,BABU NAHAK,03-Oct-2025 02:18 PM,Rejected-AOC,Reject,24-Dec-2025 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3107350,BALARAM SUBUDHI,03-Oct-2025 04:07 PM,Rejected-AOC,Reject,24-Dec-2025 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3107490,BAPINA NAIK,03-Oct-2025 03:38 PM,Rejected-AOC,Reject,24-Dec-2025 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3107677,BISWA BHUSAN TRIPATHY,03-Oct-2025 04:15 PM,Rejected-AOC,Reject,24-Dec-2025 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3102856,CHINTAMANI BISOI,29-Sep-2025 04:44 PM,Rejected-AOC,Reject,24-Dec-2025 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3105837,CHITTA RANJAN SARKAR,02-Oct-2025 06:43 PM,Accepted-AOC,Accept,24-Dec-2025 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3101412,DILIP KUMAR PRADHAN,27-Sep-2025 12:28 PM,Rejected-AOC,Reject,24-Dec-2025 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
