Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage
PHEO||PH Circle Bhawanipatna||PH Division Balangir,2025_PHEO_118600_2,ACEPHBGR 06/2025-26,"Procurement of DI pipe for the work Construction of intake well, WTP and laying of Raw water rising main in connection with the work Augmentation of water supply to Tusura town",1.0,3106978.0,Rashmi Metaliks Limited,INR,"41,574,024",Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,22-Oct-2025 12:40 PM,22-Oct-2025 05:00 PM,techsummary_553938.pdf (448.92 KB),12-Dec-2025,"INR 41,574,024",60.0,Indrajit Sahu,12-Dec-2025 01:35 PM,wo.pdf (3064.00 KB),L1 bidder has responded,Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,12-Dec-2025 01:32 PM,finsummary_553938.pdf (599.71 KB),1,3105315,Electrosteel Castings Limited,08-Oct-2025 05:40 PM,Rejected-Finance,ok,12-Dec-2025 01:32 PM,Technical,Opening Summary,Indrajit Sahu,10-Oct-2025 12:12 PM,technical_553938.pdf,Finance,Financial Bid has opened,Indrajit Sahu,22-Oct-2025 05:14 PM,finance_553938.pdf,BOQ Comparative Chart,AOC,25-Sep-2025 01:30 PM,10-Oct-2025 11:30 AM,25-Sep-2025 01:30 PM,09-Oct-2025 05:00 PM,25-Sep-2025 01:30 PM ,06-Oct-2025 05:00 PM ,25-Sep-2025 01:30 PM,09-Oct-2025 05:00 PM,22-Oct-2025 05:00 PM,PHEO||PH Circle Bhawanipatna||PH Division Balangir,ACEPHBGR 06/2025-26,2025_PHEO_118600_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"12,21,284",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor Registration certificate, Experience certificate etc.",Additional Chief Engineer,"Additional Chief Engineer, P.H. Division, Balangir","Procurement of DI pipe for the work Construction of intake well, WTP and laying of Raw water rising main in connection with the work Augmentation of water supply to Tusura town","Procurement of DI pipe for the work Construction of intake well, WTP and laying of Raw water rising main in connection with the work Augmentation of water supply to Tusura town",Please refer DTCN ,NA ,"6,10,64,192",Civil Works - Water Works,NA ,Tender,120.0,60.0,Tus,767030.0,NA ,NA ,NA ,"Additional Chief Engineer, PH Division, Balangir",No ,No,"10,000",0.0,Nil,Nil,No,1.0,Period of Completion,Other,,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3108752,Jai Balaji Industries Limited,09-Oct-2025 03:05 PM,Rejected-Finance,ok,12-Dec-2025 01:32 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3118892,KEJRIWAL CASTINGS LTD,09-Oct-2025 04:04 PM,Rejected-Finance,ok,12-Dec-2025 01:32 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3106978,Rashmi Metaliks Limited,09-Oct-2025 11:32 AM,Accepted-AOC,Awarded as per OPWD code.,12-Dec-2025 01:35 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3102861,Welspun DI Pipes Limited,09-Oct-2025 12:06 PM,Rejected-Finance,ok,12-Dec-2025 01:32 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
