Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,All the Technical and Financial bid of Seven nos of bidder are downloaded successfully and taken into further evaluation.,Ajay Kumar Nayak,01-Jul-2025 11:05 PM,,BOQ Comparative Chart,1.0,2984081.0,MANASI PATTNAIK,INR,"552,483",Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,2025_KPRIP_114565_6,SE KRC AND BD-06/2025-26,Construction of approach road with CD and drain at additional cluster no 22 at Rimuli for the DPs of village Chamakpur under KIP,Superintending Engineer,Internal,,Ajay Kumar Nayak,09-Dec-2025 06:36 PM,finsummary_543448.pdf (417.66 KB),Superintending Engineer,Internal,,Ajay Kumar Nayak,09-Dec-2025 06:23 PM,techsummary_543448.pdf (326.60 KB),25-Dec-2025,"INR 552,483",120.0,Ajay Kumar Nayak,09-Dec-2025 06:43 PM,workorderrimuli.pdf (421.00 KB),1,2979346,AMIT KUMAR PANDA,24-Jun-2025 05:38 PM,Rejected-AOC,Looser Of the Lottery,09-Dec-2025 06:43 PM,AOC,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,SE KRC AND BD-06/2025-26,2025_KPRIP_114565_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,19-Jun-2025 10:00 AM,01-Jul-2025 11:00 AM,19-Jun-2025 10:00 AM,30-Jun-2025 05:00 PM,NA ,NA ,19-Jun-2025 10:00 AM,30-Jun-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTIN,EMD,NRC,Affidavit,Paper cost,Labour undertaking and other documents as per DTCN",Construction of approach road with CD and drain at additional cluster no 22 at Rimuli for the DPs of village Chamakpur under KIP,Construction of approach road with CD and drain at additional cluster no 22 at Rimuli for the DPs of village Chamakpur under KIP,Please refer tender documents ,NA ,"6,49,904",Civil Works - Roads,NA ,Tender,90.0,120.0,SE Kanupur Reh. C and B Division Basudevpur,758047.0,NA ,NA ,NA ,O/o SE Kanupur Reh. C and B Division Basudevpur,No ,No,SE Kanupur Reh. C and B Division Basudevpur,O/o SE Kanupur Reh. C and B Division Basudevpur,"6,500",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2984081,MANASI PATTNAIK,30-Jun-2025 03:31 PM,Accepted-AOC,Winner Of the Lottery,09-Dec-2025 06:43 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2983738,PRAVATI SAHOO,30-Jun-2025 01:30 PM,Rejected-AOC,Looser Of the Lottery,09-Dec-2025 06:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2984059,SAMARJIT PATTNAIK,30-Jun-2025 03:28 PM,Rejected-AOC,Looser Of the Lottery,09-Dec-2025 06:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2980544,SHYAMALIMA BRAHMA,27-Jun-2025 02:08 PM,Rejected-AOC,Looser Of the Lottery,09-Dec-2025 06:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2982269,TRILOCHAN MAHANTA,28-Jun-2025 05:48 PM,Rejected-AOC,Looser Of the Lottery,09-Dec-2025 06:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2982344,YUDHISTHIR PRADHAN,28-Jun-2025 07:30 PM,Rejected-AOC,Looser Of the Lottery,09-Dec-2025 06:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
