Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er. Tusar Kanti Behera,Internal,,Tusar Kanti Behera,09-Dec-2025 10:20 AM,techsummary_560206.pdf (219.93 KB),20-Dec-2025,"INR 1,196,078",30.0,Tusar Kanti Behera,22-Dec-2025 03:44 PM,AOCNuapada.pdf (194.00 KB),1,3186728,ABINASHA DEO,05-Nov-2025 10:13 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:44 PM,Finance,23 bidders bid the tender,Gitanjali Chakra,20-Nov-2025 05:07 PM,,BOQ Comparative Chart,1.0,3178666.0,HITESH KUMAR PRUSTY,INR,"1,016,786",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,2025_CERWI_120384_1,06/EE/RW/AND/2025-26,"Routine maintenance of NH-215 to Nuapada Road,Pot holes repair and Shoulder Protection from 0/000km to 4/200km for the year 2025-26",Er. Tusar Kanti Behera,Internal,,Tusar Kanti Behera,19-Dec-2025 08:03 PM,finsummary_560206.pdf (219.93 KB),AOC,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,06/EE/RW/AND/2025-26,2025_CERWI_120384_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Divisional Officer,"RURAL WORKS DIVISION, ANANDPUR","11,961",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, RC, GSTIN, PAN, Affidavits etc and all other documents as per DTCN",31-Oct-2025 09:00 AM,07-Nov-2025 11:30 AM,31-Oct-2025 09:00 AM,06-Nov-2025 05:00 PM,31-Oct-2025 09:00 AM ,04-Nov-2025 05:00 PM ,31-Oct-2025 09:00 AM,06-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"Routine maintenance of NH-215 to Nuapada Road,Pot holes repair and Shoulder Protection from 0/000km to 4/200km for the year 2025-26","Routine maintenance of NH-215 to Nuapada Road,Pot holes repair and Shoulder Protection from 0/000km to 4/200km for the year 2025-26",Please refer tender documents ,NA ,"11,96,078",Civil Works - Roads,NA ,Tender,90.0,30.0,Salapada,758020.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, ANANDPUR",No ,No,AOC
,,,,,,,,,,,,2,3189545,BASANTI BARIK,06-Nov-2025 03:32 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3189950,BIMAL KUMAR ROUT,06-Nov-2025 04:17 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3186962,GITA RANI SAHOO,06-Nov-2025 12:10 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3178666,HITESH KUMAR PRUSTY,03-Nov-2025 06:22 PM,Accepted-AOC,Won the bid in lottery process,22-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3179392,ISWAR CHANDRA ROUTRAY,04-Nov-2025 10:43 AM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3189135,JAGANNATH DAS,06-Nov-2025 02:25 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3190093,JYOTSHNARANI JENA,06-Nov-2025 04:42 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3187874,KAPILA CHARAN MALIK,06-Nov-2025 12:18 PM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3187545,LIMA MANGAL,06-Nov-2025 10:34 AM,Rejected-AOC,Not win in lottery process,22-Dec-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
