Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
PHEO||SEPH-CIRCLE-SAMBALPUR,2024_PHEO_103558_2,ACEPHSBP- 01/2024-25 Dt. 01.07.2024,DSupplying and Laying of different dia D.I pipeline CWRM and Distribution pipeline for Improvement of Water Supply to Barpali Town,1.0,2515484.0,GYANADEV DASH,INR,"21,812,570.444","Er Ramachandra Samantray, Additional Chief Engineer, P.H Circle, Sambalpur",Internal,"Er Swagat Chandan Nayak, SE, P.H Division, Sambalpur, Sri Sanjay Kumar Choudhury, Sr. DAO, P.H Division, Sambalpur, Er Dhananjay Parida, P.A to ACE, P.H Circle, Sambalpur",Ramachandra Samantaray,29-Jul-2024 01:58 PM,29-Jul-2024 03:00 PM,techsummary_502665.pdf (1954.96 KB),18-Dec-2025,"INR 21,812,570",270.0,SWAGAT CHANDAN NAYAK,18-Dec-2025 05:56 PM,AOOC.pdf (190.00 KB),AWARD OF CONTRACT,"Er Swagat Chandan Nayak, Additional Chief Engineer, P.H Circle, Sambalpur",Internal,"Er Suvra Samal, Executive Engineer, (Estr.) P.H Division, Sambalpur, Er Pradeep Kumar Atti, Executive Engineer, P.h Sub Division, Bargarh, Er Dhananjay Parida, P.A to ACE, P.H Circle, Sambalpur",SWAGAT CHANDAN NAYAK,28-Oct-2025 12:59 PM,finsummary_502665.pdf (1223.61 KB),Finance,Bid opening Summary,Ramachandra Samantaray,29-Jul-2024 04:17 PM,finance_502665.pdf,BOQ Comparative Chart,1,2512247,ADITYA ENGINEERING SERVICES,11-Jul-2024 07:08 PM,Rejected-AOC,NOT OK,18-Dec-2025 05:56 PM,Technical,Bid opening Summary,Ramachandra Samantaray,22-Jul-2024 12:07 PM,technical_502665.pdf,AOC,PHEO||SEPH-CIRCLE-SAMBALPUR,ACEPHSBP- 01/2024-25 Dt. 01.07.2024,2024_PHEO_103558_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of TP, PAN, Registration Certificate, GSTN and Other Documents as per DTCN",1.0,ICICI BANK,"Additional Chief Engineer, P.H. Circle, Sambalpur","Additional Chief Engineer, P.H. Circle, Sambalpur, At/Po- Ainthapali, Dist- Sambalpur-768004","2,56,590",Yes,percentage,1.0%,Nil,Nil,DSupplying and Laying of different dia D.I pipeline CWRM and Distribution pipeline for Improvement of Water Supply to Barpali Town,Supplying and Laying of different dia D.I pipeline CWRM and Distribution pipeline for Improvement of Water Supply to Barpali Town,Please refer Tender documents. ,NA ,"2,56,59,000",Civil Works - Water Works,NA ,Tender,120.0,270.0,BARPALI,768029.0,NA ,NA ,NA ,SAMBALPUR,No ,No,06-Jul-2024 04:00 PM,22-Jul-2024 11:30 AM,06-Jul-2024 04:00 PM,20-Jul-2024 05:00 PM,06-Jul-2024 04:00 PM ,12-Jul-2024 05:00 PM ,06-Jul-2024 04:00 PM,20-Jul-2024 05:00 PM,29-Jul-2024 03:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2515075,DILLIP KUMAR BEHERA,19-Jul-2024 11:38 AM,Rejected-AOC,NOT OK,18-Dec-2025 05:56 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turnover, Affidavits and Other Documents as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2515484,GYANADEV DASH,19-Jul-2024 09:48 PM,Accepted-AOC,Through Transparent Lottery,18-Dec-2025 05:56 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2514978,Jayadev Panda,19-Jul-2024 12:47 PM,Rejected-AOC,NOT OK,18-Dec-2025 05:56 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2514183,NILAKANTHA MOHANTA,17-Jul-2024 01:46 PM,Rejected-AOC,NOT OK,18-Dec-2025 05:56 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2515167,SUBIR SETH,19-Jul-2024 07:46 PM,Rejected-Technical,Not fulfilment minimum eligibility criteria,29-Jul-2024 01:58 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2515626,SUVENDU DAS,20-Jul-2024 03:08 PM,Rejected-AOC,NOT OK,18-Dec-2025 05:56 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2515648,TUSHAR PATI,20-Jul-2024 04:06 PM,Rejected-AOC,NOT OK,18-Dec-2025 05:56 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
