Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Development of Market Complex at W.N-02 under MSBY for the year 2025-26,CIVIL,Please refer Tender documents. ,NA ,"8,40,299",Civil Works - Roads,NA ,Tender,120.0,60.0,BIJEPUR NAC,768032.0,NA ,NA ,NA ,O/O BIJEPUR NAC,No ,No,Municipal Bodies||Bijepur NAC,NACB/2025-26/1143/03,2025_ORULB_120807_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,07-Nov-2025 10:00 AM,18-Nov-2025 11:00 AM,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,07-Nov-2025 10:00 AM ,08-Nov-2025 05:00 PM ,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,"EO, BIJEPUR NAC","EO, BIJEPUR NAC","4,000",0.0,Nil,Nil,No,"8,403",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, Cost of Tender Paper, EMD, Affidavit and other documents as per DTCN",AOC,23-Dec-2025,"INR 714,338",60.0,Bijna Bibhudatta Sahoo,23-Dec-2025 02:11 PM,MarketComplexAOC.pdf (711.00 KB),Work Order Issued,1,3228108,ANIL KUMAR MEHER,15-Nov-2025 05:26 PM,Rejected-Finance,OTHER THAN L1 AND L2,23-Dec-2025 01:35 PM,Chairperson,Internal,"MUNICIPAL ENGINEER, EXECUTIVE OFFICER, CHAIRPERSON, TAHASILDAR, BIJEPUR",Bijna Bibhudatta Sahoo,23-Dec-2025 11:54 AM,techsummary_561900.pdf (3525.38 KB),Municipal Bodies||Bijepur NAC,2025_ORULB_120807_1,NACB/2025-26/1143/03,Development of Market Complex at W.N-02 under MSBY for the year 2025-26,Chairperson,Internal,"MUNICIPAL ENGINEER, EXECUTIVE OFFICER, CHAIRPERSON, TAHASILDAR, BIJEPUR",Bijna Bibhudatta Sahoo,23-Dec-2025 01:35 PM,finsummary_561900.pdf (4640.44 KB),Finance,Development of Market Complex at W.N-02 under MSBY for the year 2025-26,Ajaya Kumar Patra,20-Nov-2025 03:15 PM,,BOQ Comparative Chart,1.0,3231185.0,ARABINDA BABU,INR,"714,338",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC,,,,,,,,2,3231185,ARABINDA BABU,17-Nov-2025 11:34 AM,Accepted-AOC,1st Lowest,23-Dec-2025 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3229167,CHINMAYA KUMAR LENKA,16-Nov-2025 01:04 PM,Rejected-Finance,OTHER THAN L1 AND L2,23-Dec-2025 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3228198,DILLIP KUMAR PANDA,15-Nov-2025 06:33 PM,Rejected-AOC,2nd Lowest,23-Dec-2025 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3226631,PRATIMA SAHU,15-Nov-2025 11:07 AM,Rejected-Finance,OTHER THAN L1 AND L2,23-Dec-2025 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
