EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"69,000",No,fixed,,Nil,Nil,"Supply, Installation, Testing and Commissioning of Main Panel Distribution Board, 300 KVAR APFC Panel, Main LT Panel, cable and earthing for load sharing of the two nos existing 750 KVA transformer at Krushi Bhawan, Bhubaneswar","Supply, Installation, Testing and Commissioning of Main Panel Distribution Board, 300 KVAR APFC Panel, Main LT Panel, cable and earthing for load sharing of the two nos existing 750 KVA transformer at Krushi Bhawan, Bhubaneswar",Please refer the bid document ,NA ,"68,56,146",Electrical Works,Panel works ,Tender,120.0,60.0,"Krushi Bhawan, BBSR",751001.0,NA ,NA ,NA ,"O/O DH Elect-II, IDCO Tower, BBSR",No ,No,28-Jul-2025 06:30 PM,13-Aug-2025 04:00 PM,28-Jul-2025 06:30 PM,12-Aug-2025 04:00 PM,28-Jul-2025 06:30 PM ,12-Aug-2025 04:00 PM ,28-Jul-2025 06:30 PM,12-Aug-2025 04:00 PM,04-Sep-2025 05:00 PM,"Divisional Head, Elect-II, IDCO, BBSR","O/O DH Elect-II, IDCO Tower, BBSR",1.0,1st corrigendum,Technical Bid,,1,ICICI BANK,"11,800",0.0,Nil,Nil,No,IDCO||IDCO||IDCO,BBSR/ELECT-II/e-27/25-26,2025_IDCO_116195_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,"HT LICENSE, GST, PAN, EPF WITH LATEST CHALLAN, SCHEDULE D AND OTHER REQD DOC AS PER BID DOCUMENT",AOC,Technical,BOS,PALLIPUSPA PANDA,22-Aug-2025 04:34 PM,,1,3024885,MODERN WINDING AND ELECTRICALS,05-Aug-2025 05:11 PM,Accepted-AOC,The bidder has quoted 14.99 percent less to the estimated cost being the L1 bidder and the winner of lottery,11-Dec-2025 06:21 PM,Finance,FBOS,BANASHRI RATH,11-Dec-2025 05:57 PM,finance_547676.pdf,BOQ Comparative Chart,Dr. Er Banashri Rath,Internal,"Er. Pallipuspa Panda, DyM Elect. Er. Krupasindhu Sahu JrM Elect., Saroj Kumar Mallick DyM Fin",BANASHRI RATH,11-Dec-2025 06:03 PM,finsummary_547676.pdf (653.52 KB),11-Dec-2025,"INR 5,828,409.58",60.0,BANASHRI RATH,11-Dec-2025 06:21 PM,AOC.pdf (1381.00 KB),The bidder has quoted 14.99 percent less to the estimated cost being the L1 bidder and the winner of Lottery,Dr. Er Banashri Rath,Internal,"Er. Pallipuspa Panda, DyM Elect-II, Er. Krupasindhu Sahoo JrM Elect, Saroj Kumar Mallick DyM Fin",PALLIPUSPA PANDA,03-Sep-2025 07:22 PM,04-Sep-2025 05:00 PM,techsummary_547676.pdf (417.81 KB),1.0,3024885.0,MODERN WINDING AND ELECTRICALS,INR,"5,828,409.58",IDCO||IDCO||IDCO,2025_IDCO_116195_1,BBSR/ELECT-II/e-27/25-26,"Supply, Installation, Testing and Commissioning of Main Panel Distribution Board, 300 KVAR APFC Panel, Main LT Panel, cable and earthing for load sharing of the two nos existing 750 KVA transformer at Krushi Bhawan, Bhubaneswar",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,2,3028468,M/S GURUDEV ELECTRICAL ASSOCIATES,08-Aug-2025 01:55 PM,Rejected-AOC,The bidder has quoted 14.99 percent less to the estimated cost being the L1 bidder,11-Dec-2025 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
