Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Executive Engineer,"RURAL WORKS DIVISION, GUNUPUR",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN CARD LICENCE AFFIDAVIT,Repair and Maintenance of RI Office cum Residence at Dhepaguda in the district of Rayagada for the year 2025 26.,Repair and Maintenance of RI Office cum Residence at Dhepaguda in the district of Rayagada for the year 2025 26.,NA ,NA ,"2,99,095",Civil Works - Buildings,NA ,Tender,90.0,30.0,Gunupur,764062.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, GUNUPUR",No ,No,"2,000",0.0,Nil,Nil,No,24-Sep-2025 10:00 AM,04-Oct-2025 11:00 AM,24-Sep-2025 10:00 AM,03-Oct-2025 05:00 PM,24-Sep-2025 10:00 AM ,02-Oct-2025 05:00 PM ,24-Sep-2025 10:00 AM,03-Oct-2025 05:00 PM,"2,991",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GUNUPUR,EERWGNP Online 02 2025 26,2025_CERWI_118486_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Gajendra Pradhani,Internal,"EE,DAO,Estimator",Gajendra Pradhani,07-Dec-2025 01:37 AM,finsummary_553678.pdf (334.17 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GUNUPUR,2025_CERWI_118486_1,EERWGNP Online 02 2025 26,Repair and Maintenance of RI Office cum Residence at Dhepaguda in the district of Rayagada for the year 2025 26.,1.0,3101177.0,RAJENDRA PRASAD SAHU,INR,"254,260.869",Finance,Tender Open,Gajendra Pradhani,07-Dec-2025 01:24 AM,finance_553678.pdf,BOQ Comparative Chart,07-Dec-2025,"INR 254,260.869",30.0,Gajendra Pradhani,07-Dec-2025 01:47 AM,Agreement.PDF (98.00 KB),The qualified bidder selected through transparent lottery system.,1,3103499,ALLAPA BISWESWARA RAO,30-Sep-2025 01:05 PM,Rejected-AOC,Unsuccessful Lottery,07-Dec-2025 01:48 AM,Gajendra Pradhani,Internal,"EE,DAO,Estimator",Gajendra Pradhani,07-Dec-2025 01:29 AM,techsummary_553678.pdf (334.17 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3103527,ASUTOSH KILAKA,30-Sep-2025 01:25 PM,Rejected-AOC,Unsuccessful Lottery,07-Dec-2025 01:48 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3107769,BHARATI SAHU,03-Oct-2025 04:40 PM,Rejected-AOC,Unsuccessful Lottery,07-Dec-2025 01:48 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3100933,Bighnaraj Barik,26-Sep-2025 04:15 PM,Rejected-AOC,Unsuccessful Lottery,07-Dec-2025 01:48 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3106046,BIJAYA JAGERANGA,02-Oct-2025 07:45 PM,Rejected-AOC,Unsuccessful Lottery,07-Dec-2025 01:48 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3098671,BIJAYA KUMAR NAYAK,24-Sep-2025 03:25 PM,Rejected-AOC,Unsuccessful Lottery,07-Dec-2025 01:48 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3106731,B TRINATH RAO,03-Oct-2025 12:28 PM,Rejected-AOC,Unsuccessful Lottery,07-Dec-2025 01:48 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3101218,CHHABILAL BEHERA,26-Sep-2025 06:48 PM,Rejected-AOC,Unsuccessful Lottery,07-Dec-2025 01:48 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3103369,Gopal Krushna Satapathy,30-Sep-2025 10:22 PM,Rejected-AOC,Unsuccessful Lottery,07-Dec-2025 01:48 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3104463,GOURISANKAR MISHRA,02-Oct-2025 07:23 PM,Rejected-AOC,Unsuccessful Lottery,07-Dec-2025 01:48 AM,,,,,,,AOC
