Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Shifting of electrical infrastructure for widening and strengthening of Phiringia Gochhapada Balandapada Malikuda PGBM road in the District of Boudh,Electrical work,Please refer tender document ,NA ,"20,90,086",Electrical Works,Utility shifting ,Tender,90.0,30.0,Boudh,762014.0,NA ,NA ,NA ,O/o the SE Boudh R and B Division Boudh,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,Affidavit and other Relevant documents as per DTCN clauses","21,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,SEBDH04/2025-26,2025_EICCL_114776_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SE Boudh R and B Division Boudh,O/o the SE Boudh R and B Division Boudh,11-Jul-2025 10:00 AM,18-Jul-2025 11:30 AM,11-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,11-Jul-2025 10:00 AM ,17-Jul-2025 01:00 PM ,11-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,AOC,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB Division Boudh,2025_EICCL_114776_5,SEBDH04/2025-26,Shifting of electrical infrastructure for widening and strengthening of Phiringia Gochhapada Balandapada Malikuda PGBM road in the District of Boudh,Sandeep Kumar Chhualsingh,Internal,EST DAO SE,Sandeep Kumar Chhualsingh,12-Aug-2025 02:03 PM,finsummary_545595.pdf (401.83 KB),Finance,5 Nos. of bidder participated,Sandeep Kumar Chhualsingh,12-Aug-2025 01:16 PM,finance_545595.pdf,BOQ Comparative Chart,1.0,2999457.0,Ananta Charan Routray,INR,"1,776,782",31-Dec-2025,"INR 1,776,782",30.0,Lingaraj Sethi,31-Dec-2025 12:26 PM,4500.pdf (1062.00 KB),L1 bidder selected through transparent lottery,1,2999457,Ananta Charan Routray,14-Jul-2025 06:53 PM,Accepted-AOC,L1 bidder selected through transparent lottery,31-Dec-2025 12:26 PM,Sandeep Kumar Chhualsingh,Internal,EST DAO SE,Sandeep Kumar Chhualsingh,12-Aug-2025 01:45 PM,techsummary_545595.pdf (276.26 KB),AOC
,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2999606,ARMAN ENGINEERING PROJECTS PRIVATE LIMITED,15-Jul-2025 07:54 AM,Rejected-Technical,Disqualified,12-Aug-2025 01:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3001518,Dinesh kumar karna,16-Jul-2025 08:41 PM,Rejected-Finance,Disqualified,12-Aug-2025 02:03 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3002478,MAA SAMLESWARI ENGINEERING,17-Jul-2025 04:35 PM,Rejected-Technical,Disqualified,12-Aug-2025 01:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2999488,SUPER MAGMA CONTRACTORS PRIVATE LIMITED,14-Jul-2025 07:40 PM,Rejected-Finance,Disqualified,12-Aug-2025 02:03 PM,,,,,,,AOC
