Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Municipal Bodies||Paradeep Municipality,EO/PDPM/W_1/2025-26,2025_ORULB_113460_74,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Repair of Community hall near Shiva Mandir Brundaban Colony in ward no 09,Repair of Community hall near Shiva Mandir Brundaban Colony in ward no 09,Please refer Tender documents. ,NA ,"5,96,416",Civil Works - Others,NA ,Tender,120.0,90.0,PARADEEP MUNICIPALITY,754142.0,NA ,NA ,NA ,PARADEEP MUNICIPALITY,No ,No,"5,964",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,19-May-2025 10:00 AM,02-Jun-2025 11:00 AM,19-May-2025 10:00 AM,31-May-2025 05:00 PM,19-May-2025 10:00 AM ,31-May-2025 05:00 PM ,19-May-2025 10:00 AM,31-May-2025 05:00 PM,"EO, PARADEEP MUNICIPALITY",PARADEEP MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents,1,ICICI BANK,AOC,Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,12-Dec-2025 05:07 PM,finsummary_539960.pdf (689.47 KB),Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,12-Dec-2025 05:05 PM,techsummary_539960.pdf (689.47 KB),12-Dec-2025,"INR 633,500",90.0,Bibhuti Tripathy,12-Dec-2025 05:08 PM,74.pdf (689.00 KB),Contract value includes GST.,1,2939510,MALLICK CONSTRUCTION,30-May-2025 11:00 AM,Accepted-AOC,Contract value includes GST.,12-Dec-2025 05:09 PM,Municipal Bodies||Paradeep Municipality,2025_ORULB_113460_74,EO/PDPM/W_1/2025-26,Repair of Community hall near Shiva Mandir Brundaban Colony in ward no 09,1.0,2939510.0,MALLICK CONSTRUCTION,INR,"633,500",Finance,BIDS OF ALL THE TWO BIDDERS HAVE BEEN ADMITTED.,Abhishek Panda,02-Jun-2025 02:01 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,2,2945082,SN ENGINEERING,31-May-2025 02:47 PM,Rejected-Finance,L2,12-Dec-2025 05:07 PM,,,,,,,,,,,,,,,,AOC
