S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Corrigendum,Other,,"4,000",0.0,Nil,Nil,No,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur","8,400",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/11/SERWD-II/2025-26,2025_CERWI_120323_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,S/R Padmapur PWD road to Dasmunduli for the year 2025-26,S/R Padmapur PWD road to Dasmunduli for the year 2025-26,Please refer Tender documents. ,NA ,"8,40,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Berhampur,760010.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,30-Oct-2025 12:00 PM,08-Nov-2025 11:00 AM,30-Oct-2025 12:00 PM,07-Nov-2025 05:00 PM,30-Oct-2025 12:00 PM ,06-Nov-2025 05:00 PM ,30-Oct-2025 12:00 PM,07-Nov-2025 05:00 PM,AOC,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,19-Dec-2025 02:55 PM,finsummary_559954.pdf (1881.74 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_120323_8,Online Tender/11/SERWD-II/2025-26,S/R Padmapur PWD road to Dasmunduli for the year 2025-26,1.0,3193520.0,Pabitra Mohan Bisoyi,INR,"714,070",Finance,Tender will be finalized after downloaded Bid documents scrutinized.,Babina Sahu,17-Nov-2025 01:28 PM,finance_559954.pdf,BOQ Comparative Chart,19-Dec-2025,"INR 714,070",30.0,Sudipta Senapati,19-Dec-2025 03:04 PM,3PadmapurDasamundaliWO.pdf (803.00 KB),Work Order,1,3185827,BAIJAYANTI SWAIN,06-Nov-2025 10:39 AM,Rejected-AOC,Unsuccessful Bidder,19-Dec-2025 03:04 PM,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,19-Dec-2025 02:44 PM,techsummary_559954.pdf (901.26 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3178391,BALARAM BEHERA,05-Nov-2025 06:26 PM,Rejected-AOC,Unsuccessful Bidder,19-Dec-2025 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3193415,G APEYA,07-Nov-2025 01:15 PM,Rejected-AOC,Unsuccessful Bidder,19-Dec-2025 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3178319,Hari Chandra Nayak,03-Nov-2025 05:16 PM,Rejected-AOC,Unsuccessful Bidder,19-Dec-2025 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3189152,KISHOR CHANDRA PADHY,06-Nov-2025 02:27 PM,Rejected-AOC,Unsuccessful Bidder,19-Dec-2025 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3190709,MUNA SETHI,06-Nov-2025 07:01 PM,Rejected-AOC,Unsuccessful Bidder,19-Dec-2025 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3193713,NIRANJAN SWAIN,07-Nov-2025 03:26 PM,Rejected-AOC,Unsuccessful Bidder,19-Dec-2025 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3193520,Pabitra Mohan Bisoyi,07-Nov-2025 01:37 PM,Accepted-AOC,Successful Bidder in Lottery,19-Dec-2025 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3178827,Prafulla Chandra Sahu,03-Nov-2025 07:08 PM,Rejected-AOC,Unsuccessful Bidder,19-Dec-2025 03:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3192450,Sanjaya Kumar Pradhan,07-Nov-2025 03:32 PM,Rejected-AOC,Unsuccessful Bidder,19-Dec-2025 03:04 PM,,,,,,,AOC
